journal_name,issn_print,issn_online,first_seen,last_seen,esac_id
ACS Earth and Space Chemistry,NA,2472-3452,2025-09-09,NA,acs2024vanderbilt
ACS Electrochemistry,NA,2997-0571,2025-09-09,NA,acs2024vanderbilt
ACS Energy Letters,NA,2380-8195,2025-09-09,NA,acs2024vanderbilt
ACS Engineering Au,NA,2694-2488,2025-09-09,NA,acs2024vanderbilt
ACS Environmental Au,NA,2694-2518,2025-09-09,NA,acs2024vanderbilt
ACS ES&T Air,NA,2837-1402,2025-09-09,NA,acs2024vanderbilt
ACS ES&T Engineering,NA,2690-0645,2025-09-09,NA,acs2024vanderbilt
ACS ES&T Water,NA,2690-0637,2025-09-09,NA,acs2024vanderbilt
ACS Food Science & Technology,NA,2692-1944,2025-09-09,NA,acs2024vanderbilt
ACS Infectious Diseases,NA,2373-8227,2025-09-09,NA,acs2024vanderbilt
ACS Macro Letters,NA,2161-1653,2025-09-09,NA,acs2024vanderbilt
ACS Materials Au,NA,2694-2461,2025-09-09,NA,acs2024vanderbilt
ACS Materials Letters,NA,2639-4979,2025-09-09,NA,acs2024vanderbilt
ACS Measurement Science Au,NA,2694-250X,2025-09-09,NA,acs2024vanderbilt
ACS Medicinal Chemistry Letters,NA,1948-5875,2025-09-09,NA,acs2024vanderbilt
ACS Nano,1936-0851,1936-086X,2025-09-09,NA,acs2024vanderbilt
ACS Nanoscience Au,NA,2694-2496,2025-09-09,NA,acs2024vanderbilt
ACS Omega,NA,2470-1343,2025-09-09,NA,acs2024vanderbilt
ACS Organic & Inorganic Au,NA,2694-247X,2025-09-09,NA,acs2024vanderbilt
ACS Pharmacology & Translational Science,NA,2575-9108,2025-09-09,NA,acs2024vanderbilt
ACS Photonics,NA,2330-4022,2025-09-09,NA,acs2024vanderbilt
ACS Physical Chemistry Au,NA,2694-2445,2025-09-09,NA,acs2024vanderbilt
ACS Polymers Au,NA,2694-2453,2025-09-09,NA,acs2024vanderbilt
ACS Sensors,NA,2379-3694,2025-09-09,NA,acs2024vanderbilt
ACS Sustainable Chemistry & Engineering,NA,2168-0485,2025-09-09,NA,acs2024vanderbilt
ACS Sustainable Resource Management,NA,2837-1445,2025-09-09,NA,acs2024vanderbilt
ACS Synthetic Biology,NA,2161-5063,2025-09-09,NA,acs2024vanderbilt
Analytical Chemistry,0003-2700,1520-6882,2025-09-09,NA,acs2024vanderbilt
Artificial Photosynthesis,NA,2994-0974,2025-09-09,NA,acs2024vanderbilt
Biochemistry,0006-2960,1520-4995,2025-09-09,NA,acs2024vanderbilt
Bioconjugate Chemistry,1043-1802,1520-4812,2025-09-09,NA,acs2024vanderbilt
Biomacromolecules,1525-7797,1526-4602,2025-09-09,NA,acs2024vanderbilt
Chem & Bio Engineering,NA,2836-967X,2025-09-09,NA,acs2024vanderbilt
Chemical & Biomedical Imaging,NA,2832-3637,2025-09-09,NA,acs2024vanderbilt
Chemical Research in Toxicology,0893-228X,1520-5010,2025-09-09,NA,acs2024vanderbilt
Chemical Reviews,0009-2665,1520-6890,2025-09-09,NA,acs2024vanderbilt
Chemistry of Materials,0897-4756,1520-5002,2025-09-09,NA,acs2024vanderbilt
Crystal Growth & Design,1528-7483,1528-7505,2025-09-09,NA,acs2024vanderbilt
Energy & Fuels,0887-0624,1520-5029,2025-09-09,NA,acs2024vanderbilt
Environment & Health,NA,2833-8278,2025-09-09,NA,acs2024vanderbilt
Environmental Science & Technology,0013-936X,1520-5851,2025-09-09,NA,acs2024vanderbilt
Environmental Science & Technology Letters,NA,2328-8930,2025-09-09,NA,acs2024vanderbilt
Industrial & Engineering Chemistry Research,0888-5885,1520-5045,2025-09-09,NA,acs2024vanderbilt
Inorganic Chemistry,0020-1669,1520-510X,2025-09-09,NA,acs2024vanderbilt
JACS Au,NA,2691-3704,2025-09-09,NA,acs2024vanderbilt
Journal of Agricultural and Food Chemistry,0021-8561,1520-5118,2025-09-09,NA,acs2024vanderbilt
Journal of Chemical & Engineering Data,0021-9568,1520-5134,2025-09-09,NA,acs2024vanderbilt
Journal of Chemical Education,0021-9584,1938-1328,2025-09-09,NA,acs2024vanderbilt
Journal of Chemical Information and Modeling,1549-9596,1549-960X,2025-09-09,NA,acs2024vanderbilt
Journal of Chemical Theory and Computation,1549-9618,1549-9626,2025-09-09,NA,acs2024vanderbilt
Journal of Medicinal Chemistry,0022-2623,1520-4804,2025-09-09,NA,acs2024vanderbilt
Journal of Natural Products,0163-3864,1520-6025,2025-09-09,NA,acs2024vanderbilt
Journal of Physical Chemistry Letters,NA,1948-7185,2025-09-09,NA,acs2024vanderbilt
Journal of Proteome Research,1535-3893,1535-3907,2025-09-09,NA,acs2024vanderbilt
Journal of the American Chemical Society,0002-7863,1520-5126,2025-09-09,NA,acs2024vanderbilt
Journal of The American Society for Mass Spectrometry,1044-0305,1879-1123,2025-09-09,NA,acs2024vanderbilt
Langmuir,0743-7463,1520-5827,2025-09-09,NA,acs2024vanderbilt
Macromolecules,0024-9297,1520-5835,2025-09-09,NA,acs2024vanderbilt
Molecular Pharmaceutics,1543-8384,1543-8392,2025-09-09,NA,acs2024vanderbilt
Nano Letters,1530-6984,1530-6992,2025-09-09,NA,acs2024vanderbilt
Organic Letters,1523-7060,1523-7052,2025-09-09,NA,acs2024vanderbilt
Organic Process Research & Development,1083-6160,1520-586X,2025-09-09,NA,acs2024vanderbilt
Organometallics,0276-7333,1520-6041,2025-09-09,NA,acs2024vanderbilt
Precision Chemistry,NA,2771-9316,2025-09-09,NA,acs2024vanderbilt
The Journal of Organic Chemistry,0022-3263,1520-6904,2025-09-09,NA,acs2024vanderbilt
The Journal of Physical Chemistry A,1089-5639,1520-5215,2025-09-09,NA,acs2024vanderbilt
The Journal of Physical Chemistry B,1520-6106,1520-5207,2025-09-09,NA,acs2024vanderbilt
The Journal of Physical Chemistry C,1932-7447,1932-7455,2025-09-09,NA,acs2024vanderbilt
The Journal of Physical Chemistry Letters,NA,1948-7185,2025-09-09,NA,acs2024vanderbilt
ZZ Journal,NA,1523-706X,2025-09-09,NA,acs2024vanderbilt
Abacus,NA,1467-6281,2025-09-09,NA,wiley2025iowa
Academic Emergency Medicine,NA,1553-2712,2025-09-09,NA,wiley2025iowa
Accounting & Finance,NA,1467-629X,2025-09-09,NA,wiley2025iowa
Accounting Perspectives,NA,1911-3838,2025-09-09,NA,wiley2025iowa
Acta Anaesthesiologica Scandinavica,NA,1399-6576,2025-09-09,NA,wiley2025iowa
Acta Crystallographica Section A: Foundations and Advances,NA,2053-2733,2025-09-09,NA,wiley2025iowa
"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",NA,2052-5206,2025-09-09,NA,wiley2025iowa
Acta Crystallographica Section C: Structural Chemistry,NA,2053-2296,2025-09-09,NA,wiley2025iowa
Acta Crystallographica Section D: Structural Biology,NA,2059-7983,2025-09-09,NA,wiley2025iowa
Acta Crystallographica Section F: Structural Biology Communications,NA,2053-230X,2025-09-09,NA,wiley2025iowa
Acta Geologica Sinica (English Edition),NA,1755-6724,2025-09-09,NA,wiley2025iowa
Acta Ophthalmologica,NA,1755-3768,2025-09-09,NA,wiley2025iowa
Acta Paediatrica,NA,1651-2227,2025-09-09,NA,wiley2025iowa
Acta Physiologica,NA,1748-1716,2025-09-09,NA,wiley2025iowa
Acta Psychiatrica Scandinavica,NA,1600-0447,2025-09-09,NA,wiley2025iowa
Acta Zoologica,NA,1463-6395,2025-09-09,NA,wiley2025iowa
Addiction,NA,1360-0443,2025-09-09,NA,wiley2025iowa
Advanced Biology,NA,2701-0198,2025-09-09,NA,wiley2025iowa
Advanced Control for Applications: Engineering and Industrial Systems,NA,2578-0727,2025-09-09,NA,wiley2025iowa
Advanced Energy Materials,NA,1614-6840,2025-09-09,NA,wiley2025iowa
Advanced Engineering Materials,NA,1527-2648,2025-09-09,NA,wiley2025iowa
Advanced Functional Materials,NA,1616-3028,2025-09-09,NA,wiley2025iowa
Advanced Healthcare Materials,NA,2192-2659,2025-09-09,NA,wiley2025iowa
Advanced Materials,NA,1521-4095,2025-09-09,NA,wiley2025iowa
Advanced Materials Technologies,NA,2365-709X,2025-09-09,NA,wiley2025iowa
Advanced Optical Materials,NA,2195-1071,2025-09-09,NA,wiley2025iowa
Advanced Quantum Technologies,NA,2511-9044,2025-09-09,NA,wiley2025iowa
Advanced Sustainable Systems,NA,2366-7486,2025-09-09,NA,wiley2025iowa
Advanced Synthesis & Catalysis,NA,1615-4169,2025-09-09,NA,wiley2025iowa
Advanced Theory and Simulations,NA,2513-0390,2025-09-09,NA,wiley2025iowa
Advanced Therapeutics,NA,2366-3987,2025-09-09,NA,wiley2025iowa
Advances in Digestive Medicine,NA,2351-9800,2025-09-09,NA,wiley2025iowa
AEM Education and Training,NA,2472-5390,2025-09-09,NA,wiley2025iowa
African Development Review,NA,1467-8268,2025-09-09,NA,wiley2025iowa
African Journal of Ecology,NA,1365-2028,2025-09-09,NA,wiley2025iowa
Aggressive Behavior,NA,1098-2337,2025-09-09,NA,wiley2025iowa
Agribusiness,NA,1520-6297,2025-09-09,NA,wiley2025iowa
Agricultural and Forest Entomology,NA,1461-9563,2025-09-09,NA,wiley2025iowa
Agricultural Economics,NA,1574-0862,2025-09-09,NA,wiley2025iowa
Agronomy Journal,NA,1435-0645,2025-09-09,NA,wiley2025iowa
AIChE Journal,NA,1547-5905,2025-09-09,NA,wiley2025iowa
"Alcohol, Clinical and Experimental Research",NA,2993-7175,2025-09-09,NA,wiley2025iowa
Alimentary Pharmacology & Therapeutics,NA,1365-2036,2025-09-09,NA,wiley2025iowa
Allergy,NA,1398-9995,2025-09-09,NA,wiley2025iowa
American Anthropologist,NA,1548-1433,2025-09-09,NA,wiley2025iowa
American Business Law Journal,NA,1744-1714,2025-09-09,NA,wiley2025iowa
American Ethnologist,NA,1548-1425,2025-09-09,NA,wiley2025iowa
American Journal of Agricultural Economics,NA,1467-8276,2025-09-09,NA,wiley2025iowa
American Journal of Biological Anthropology,NA,2692-7691,2025-09-09,NA,wiley2025iowa
American Journal of Botany,NA,1537-2197,2025-09-09,NA,wiley2025iowa
American Journal of Community Psychology,NA,1573-2770,2025-09-09,NA,wiley2025iowa
American Journal of Hematology,NA,1096-8652,2025-09-09,NA,wiley2025iowa
American Journal of Human Biology,NA,1520-6300,2025-09-09,NA,wiley2025iowa
American Journal of Industrial Medicine,NA,1097-0274,2025-09-09,NA,wiley2025iowa
American Journal of Medical Genetics Part A,NA,1552-4833,2025-09-09,NA,wiley2025iowa
American Journal of Medical Genetics Part B: Neuropsychiatric Genetics,NA,1552-485X,2025-09-09,NA,wiley2025iowa
American Journal of Medical Genetics Part C: Seminars in Medical Genetics,NA,1552-4876,2025-09-09,NA,wiley2025iowa
American Journal of Political Science,NA,1540-5907,2025-09-09,NA,wiley2025iowa
American Journal of Primatology,NA,1098-2345,2025-09-09,NA,wiley2025iowa
American Journal of Reproductive Immunology,NA,1600-0897,2025-09-09,NA,wiley2025iowa
Anaesthesia,NA,1365-2044,2025-09-09,NA,wiley2025iowa
Anaesthesia Reports,NA,2637-3726,2025-09-09,NA,wiley2025iowa
Analyses of Social Issues and Public Policy,NA,1530-2415,2025-09-09,NA,wiley2025iowa
Analysis & Sensing,NA,2629-2742,2025-09-09,NA,wiley2025iowa
Analytic Philosophy,NA,2153-960X,2025-09-09,NA,wiley2025iowa
"Anatomia, Histologia, Embryologia",NA,1439-0264,2025-09-09,NA,wiley2025iowa
Anatomical Sciences Education,NA,1935-9780,2025-09-09,NA,wiley2025iowa
Andrology,NA,2047-2927,2025-09-09,NA,wiley2025iowa
Angewandte Chemie,NA,1521-3757,2025-09-09,NA,wiley2025iowa
Angewandte Chemie International Edition,NA,1521-3773,2025-09-09,NA,wiley2025iowa
Animal Conservation,NA,1469-1795,2025-09-09,NA,wiley2025iowa
Animal Genetics,NA,1365-2052,2025-09-09,NA,wiley2025iowa
Animal Science Journal,NA,1740-0929,2025-09-09,NA,wiley2025iowa
Annalen der Physik,NA,1521-3889,2025-09-09,NA,wiley2025iowa
Annals of Anthropological Practice,NA,2153-9588,2025-09-09,NA,wiley2025iowa
Annals of Applied Biology,NA,1744-7348,2025-09-09,NA,wiley2025iowa
Annals of Human Genetics,NA,1469-1809,2025-09-09,NA,wiley2025iowa
Annals of Neurology,NA,1531-8249,2025-09-09,NA,wiley2025iowa
Annals of Public and Cooperative Economics,NA,1467-8292,2025-09-09,NA,wiley2025iowa
Annals of the New York Academy of Sciences,NA,1749-6632,2025-09-09,NA,wiley2025iowa
Anthropology & Education Quarterly,NA,1548-1492,2025-09-09,NA,wiley2025iowa
Anthropology and Humanism,NA,1548-1409,2025-09-09,NA,wiley2025iowa
Anthropology of Consciousness,NA,1556-3537,2025-09-09,NA,wiley2025iowa
Anthropology of Work Review,NA,1548-1417,2025-09-09,NA,wiley2025iowa
Anthropology Today,NA,1467-8322,2025-09-09,NA,wiley2025iowa
Antipode,NA,1467-8330,2025-09-09,NA,wiley2025iowa
ANZ Journal of Surgery,NA,1445-2197,2025-09-09,NA,wiley2025iowa
AORN Journal,NA,1878-0369,2025-09-09,NA,wiley2025iowa
APMIS,NA,1600-0463,2025-09-09,NA,wiley2025iowa
Applied Cognitive Psychology,NA,1099-0720,2025-09-09,NA,wiley2025iowa
Applied Economic Perspectives and Policy,NA,2040-5804,2025-09-09,NA,wiley2025iowa
Applied Organometallic Chemistry,NA,1099-0739,2025-09-09,NA,wiley2025iowa
Applied Psychology,NA,1464-0597,2025-09-09,NA,wiley2025iowa
Applied Psychology: Health and Well-Being,NA,1758-0854,2025-09-09,NA,wiley2025iowa
Applied Research,NA,2702-4288,2025-09-09,NA,wiley2025iowa
Applied Stochastic Models in Business and Industry,NA,1526-4025,2025-09-09,NA,wiley2025iowa
Applied Vegetation Science,NA,1654-109X,2025-09-09,NA,wiley2025iowa
Aquatic Conservation: Marine and Freshwater Ecosystems,NA,1099-0755,2025-09-09,NA,wiley2025iowa
Arabian Archaeology and Epigraphy,NA,1600-0471,2025-09-09,NA,wiley2025iowa
Archaeological Papers of the American Anthropological Association,NA,1551-8248,2025-09-09,NA,wiley2025iowa
Archaeological Prospection,NA,1099-0763,2025-09-09,NA,wiley2025iowa
Archaeology in Oceania,NA,1834-4453,2025-09-09,NA,wiley2025iowa
Archaeometry,NA,1475-4754,2025-09-09,NA,wiley2025iowa
Archiv der Pharmazie,NA,1521-4184,2025-09-09,NA,wiley2025iowa
Archives of Insect Biochemistry and Physiology,NA,1520-6327,2025-09-09,NA,wiley2025iowa
Area,NA,1475-4762,2025-09-09,NA,wiley2025iowa
Arthritis & Rheumatology,NA,2326-5205,2025-09-09,NA,wiley2025iowa
Arthritis Care & Research,NA,2151-4658,2025-09-09,NA,wiley2025iowa
Artificial Organs,NA,1525-1594,2025-09-09,NA,wiley2025iowa
Asia Pacific Journal of Human Resources,NA,1744-7941,2025-09-09,NA,wiley2025iowa
Asia Pacific Viewpoint,NA,1467-8373,2025-09-09,NA,wiley2025iowa
Asia-Pacific Economic History Review,NA,2832-157X,2025-09-09,NA,wiley2025iowa
Asia-Pacific Journal of Chemical Engineering,NA,1932-2143,2025-09-09,NA,wiley2025iowa
Asia-Pacific Journal of Clinical Oncology,NA,1743-7563,2025-09-09,NA,wiley2025iowa
Asia-Pacific Journal of Financial Studies,NA,2041-6156,2025-09-09,NA,wiley2025iowa
Asia-Pacific Psychiatry,NA,1758-5872,2025-09-09,NA,wiley2025iowa
Asian Economic Journal,NA,1467-8381,2025-09-09,NA,wiley2025iowa
Asian Economic Policy Review,NA,1748-3131,2025-09-09,NA,wiley2025iowa
Asian Journal of Control,NA,1934-6093,2025-09-09,NA,wiley2025iowa
Asian Journal of Endoscopic Surgery,NA,1758-5910,2025-09-09,NA,wiley2025iowa
Asian Journal of Organic Chemistry,NA,2193-5815,2025-09-09,NA,wiley2025iowa
Asian Journal of Social Psychology,NA,1467-839X,2025-09-09,NA,wiley2025iowa
Asian Politics & Policy,NA,1943-0787,2025-09-09,NA,wiley2025iowa
Asian Social Work and Policy Review,NA,1753-1411,2025-09-09,NA,wiley2025iowa
Asian-Pacific Economic Literature,NA,1467-8411,2025-09-09,NA,wiley2025iowa
Astronomische Nachrichten,NA,1521-3994,2025-09-09,NA,wiley2025iowa
Austral Ecology,NA,1442-9993,2025-09-09,NA,wiley2025iowa
Austral Entomology,NA,2052-1758,2025-09-09,NA,wiley2025iowa
Australasian Journal of Dermatology,NA,1440-0960,2025-09-09,NA,wiley2025iowa
Australasian Journal of Ultrasound in Medicine,NA,2205-0140,2025-09-09,NA,wiley2025iowa
Australasian Journal on Ageing,NA,1741-6612,2025-09-09,NA,wiley2025iowa
Australian & New Zealand Journal of Statistics,NA,1467-842X,2025-09-09,NA,wiley2025iowa
Australian Accounting Review,NA,1835-2561,2025-09-09,NA,wiley2025iowa
Australian and New Zealand Journal of Family Therapy,NA,1467-8438,2025-09-09,NA,wiley2025iowa
Australian and New Zealand Journal of Obstetrics and Gynaecology,NA,1479-828X,2025-09-09,NA,wiley2025iowa
Australian Dental Journal,NA,1834-7819,2025-09-09,NA,wiley2025iowa
Australian Economic Papers,NA,1467-8454,2025-09-09,NA,wiley2025iowa
Australian Endodontic Journal,NA,1747-4477,2025-09-09,NA,wiley2025iowa
Australian Journal of Politics and History,NA,1467-8497,2025-09-09,NA,wiley2025iowa
Australian Journal of Public Administration,NA,1467-8500,2025-09-09,NA,wiley2025iowa
Australian Journal of Rural Health,NA,1440-1584,2025-09-09,NA,wiley2025iowa
Australian Journal of Social Issues,NA,1839-4655,2025-09-09,NA,wiley2025iowa
Australian Occupational Therapy Journal,NA,1440-1630,2025-09-09,NA,wiley2025iowa
Australian Veterinary Journal,NA,1751-0813,2025-09-09,NA,wiley2025iowa
Autism Research,NA,1939-3806,2025-09-09,NA,wiley2025iowa
AWWA Water Science,NA,2577-8161,2025-09-09,NA,wiley2025iowa
Basic & Clinical Pharmacology & Toxicology,NA,1742-7843,2025-09-09,NA,wiley2025iowa
Basin Research,NA,1365-2117,2025-09-09,NA,wiley2025iowa
Batteries & Supercaps,NA,2566-6223,2025-09-09,NA,wiley2025iowa
Behavioral Interventions,NA,1099-078X,2025-09-09,NA,wiley2025iowa
Behavioral Sciences & the Law,NA,1099-0798,2025-09-09,NA,wiley2025iowa
Berichte zur Wissenschaftsgeschichte,NA,1522-2365,2025-09-09,NA,wiley2025iowa
Biochemistry and Molecular Biology Education,NA,1539-3429,2025-09-09,NA,wiley2025iowa
Bioelectromagnetics,NA,1521-186X,2025-09-09,NA,wiley2025iowa
BioEssays,NA,1521-1878,2025-09-09,NA,wiley2025iowa
Bioethics,NA,1467-8519,2025-09-09,NA,wiley2025iowa
BioFactors,NA,1872-8081,2025-09-09,NA,wiley2025iowa
"Biofuels, Bioproducts and Biorefining",NA,1932-1031,2025-09-09,NA,wiley2025iowa
Biological Reviews,NA,1469-185X,2025-09-09,NA,wiley2025iowa
Biology of the Cell,NA,1768-322X,2025-09-09,NA,wiley2025iowa
Biomedical Chromatography,NA,1099-0801,2025-09-09,NA,wiley2025iowa
Biometrical Journal,NA,1521-4036,2025-09-09,NA,wiley2025iowa
Biopharmaceutics & Drug Disposition,NA,1099-081X,2025-09-09,NA,wiley2025iowa
Biopolymers,NA,1097-0282,2025-09-09,NA,wiley2025iowa
Biotechnology and Applied Biochemistry,NA,1470-8744,2025-09-09,NA,wiley2025iowa
Biotechnology and Bioengineering,NA,1097-0290,2025-09-09,NA,wiley2025iowa
Biotechnology Journal,NA,1860-7314,2025-09-09,NA,wiley2025iowa
Biotechnology Progress,NA,1520-6033,2025-09-09,NA,wiley2025iowa
Biotropica,NA,1744-7429,2025-09-09,NA,wiley2025iowa
Bipolar Disorders,NA,1399-5618,2025-09-09,NA,wiley2025iowa
Birth,NA,1523-536X,2025-09-09,NA,wiley2025iowa
Birth Defects Research,NA,2472-1727,2025-09-09,NA,wiley2025iowa
BJOG: An International Journal of Obstetrics and Gynaecology,NA,1471-0528,2025-09-09,NA,wiley2025iowa
BJU International,NA,1464-410X,2025-09-09,NA,wiley2025iowa
British Educational Research Journal,NA,1469-3518,2025-09-09,NA,wiley2025iowa
