publisher,country,organization,annual_publications,start_date,end_date,id,url
Cambridge University Press,Switzerland,Consortium of Swiss Academic Libraries,130,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,cam2024csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2024csal/
Company of Biologists,Switzerland,Université de Genève,4,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,compbio2023unige,https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023unige/
Elsevier,Switzerland,CERN,60,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,els2021cern,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2021cern/
Elsevier,Switzerland,Consortium of Swiss Academic Libraries,3300,2020-01-01T00:00:00Z,2023-12-31T00:00:00Z,els2020csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2020csal/
Elsevier,Switzerland,Consortium of Swiss Academic Libraries,3500,2024-01-01T00:00:00Z,2028-12-31T00:00:00Z,els2024csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2024csal/
Future Science Group,Switzerland,Université de Genève,3,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,fsg2023unige,https://esac-initiative.org/about/transformative-agreements/agreement-registry/fsg2023unige/
Hogrefe,Switzerland,"IG Hochschulbibliotheken PH (PH-Konsortium), 8 participating institutions",1,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,hogrefe2022ph,https://esac-initiative.org/about/transformative-agreements/agreement-registry/hogrefe2022ph/
IEEE,Switzerland,CERN,40,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,ieee2021cern,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2021cern/
IOP Publishing,Switzerland,CERN,17,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,iop2020cern,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2020cern/
IOP Publishing,Switzerland,Consortium of Swiss Academic Libraries,183,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,iop2022csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2022csal/
Karger,Switzerland,Consortium of Swiss Academic Libraries,70,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,kar2020csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2020csal/
Karger,Switzerland,Consortium of Swiss Academic Libraries,60,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,kar2023csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2023csal/
Microbiology Society,Switzerland,Université de Genève,1,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,microbio2023unige,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2023unige/
Microbiology Society,Switzerland,Université de Genève,1,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,microbio2024unige,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2024unige/
Oxford University Press,Switzerland,Consortium of Swiss Academic Libraries,340,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,oxf2023csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2023csal/
Portland Press,Switzerland,Université de Genève,1,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,portpress2023unige,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2023unige/
Portland Press,Switzerland,Université de Genève,1,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,portpress2024unige,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2024unige/
Rockefeller University Press,Switzerland,Université de Genève,2,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,rup2023unige,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2023unige/
Rockefeller University Press,Switzerland,Université de Genève,2,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,rup2024unige,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2024unige/
Royal Society of Chemistry,Switzerland,Consortium of Swiss Academic Libraries,180,2019-01-01T00:00:00Z,2020-12-31T00:00:00Z,rscrap2019csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rscrap2019csal/
Royal Society of Chemistry,Switzerland,Consortium of Swiss Academic Libraries,130,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,rsc2021csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2021csal/
Royal Society of Chemistry,Switzerland,Consortium of Swiss Academic Libraries,130,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,rsc2024csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2024csal/
Sage,Switzerland,Consortium of Swiss Academic Libraries,240,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,sage2021csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2021csal/
Sage,Switzerland,Consortium of Swiss Academic Libraries,280,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,sage2023csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2023csal/
Springer Nature,Switzerland,Consortium of Swiss Academic Libraries,1400,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,sc2020csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sc2020csal/
Springer Nature,Switzerland,Consortium of Swiss Academic Libraries,1400,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,sn2023csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023csal/
Springer Nature,Switzerland,Consortium of Swiss Academic Libraries,136,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,sn2023csal2,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023csal2/
Taylor & Francis,Switzerland,Consortium of Swiss Academic Libraries,450,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,tf2021csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2021csal/
Taylor & Francis,Switzerland,Consortium of Swiss Academic Libraries,700,2024-01-01T00:00:00Z,2027-12-31T00:00:00Z,tf2024csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2024csal/
Wiley,Switzerland,Consortium of Swiss Academic Libraries,1600,2021-01-01T00:00:00Z,2024-12-31T00:00:00Z,wiley2021csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2021csal/
Wolters Kluwer Health,Switzerland,Consortium of Swiss Academic Libraries,100,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,lww2022csal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/lww2022csal/
Company of Biologists,Taiwan,National Yang Ming Chiao Tung University,5,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,compbio2024nycu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2024nycu/
American Chemical Society,Turkey,ANKOS (Anatolian University Libraries Consortium),115,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,acs2022ankos,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2022ankos/
Association for Computing Machinery,Turkey,ANKOS (Anatolian University Libraries Consortium),50,2024-01-02T00:00:00Z,2025-12-31T00:00:00Z,acm2024ankos,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2024ankos/
BMJ Publishing,Turkey,ANKOS (Anatolian University Libraries Consortium),10,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,bmj2024ankos,https://esac-initiative.org/about/transformative-agreements/agreement-registry/bmj2024ankos/
Cambridge University Press,Turkey,ANKOS (Anatolian University Libraries Consortium),150,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,cam2022ankos,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2022ankos/
IOP Publishing,Turkey,ANKOS (Anatolian University Libraries Consortium),39,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,iop2023ankos,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023ankos/
Oxford University Press,Turkey,ANKOS (Anatolian University Libraries Consortium),90,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,oxf2024ankos,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2024ankos/
Springer Nature,Turkey,EKUAL/TUBITAK,2750,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,sn2024tubitak,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2024tubitak/
Wiley,Turkey,EKUAL/TUBITAK,1500,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,wiley2023tubitak,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023tubitak/
AIP Publishing,United Kingdom,Jisc,300,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,aip2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2021jisc/
AIP Publishing,United Kingdom,Jisc,300,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,aip2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2024jisc/
Akadémiai Kiadó,United Kingdom,Jisc,15,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,kia2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kia2023jisc/
American Chemical Society,United Kingdom,Jisc,1650,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,acs2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2022jisc/
American Meteorological Society,United Kingdom,Jisc,100,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,ams2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ams2023jisc/
American Physical Society,United Kingdom,Jisc,729,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,aps2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aps2023jisc/
American Physiological Society,United Kingdom,Jisc,80,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,aphs2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aphs2021jisc/
American Physiological Society,United Kingdom,Jisc,58,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,aphys2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aphys2023jisc/
American Psychological Association,United Kingdom,Jisc,175,2022-01-08T00:00:00Z,2023-07-31T00:00:00Z,apa2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/apa2022jisc/
American Psychological Association,United Kingdom,Jisc,175,2023-01-08T00:00:00Z,2024-07-31T00:00:00Z,apa2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/apa2023jisc/
American Psychological Association,United Kingdom,Jisc,175,2024-01-08T00:00:00Z,2026-07-31T00:00:00Z,apa2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/apa2024jisc/
Association for Computing Machinery,United Kingdom,Jisc,820,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,acm2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2020jisc/
Association for Computing Machinery,United Kingdom,Jisc,925,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,acm2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2023jisc/
Bentham Science Publishers,United Kingdom,Jisc,12,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,bsp2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/bsp2022jisc/
Bentham Science Publishers,United Kingdom,Jisc,12,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,bsp2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/bsp2024jisc/
Bioscientifica,United Kingdom,Jisc,40,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,biosci2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/biosci2021jisc/
Bioscientifica,United Kingdom,Jisc,35,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,biosci2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/biosci2023jisc/
BMJ Publishing,United Kingdom,Jisc,180,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,bmj2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/bmj2021jisc/
BMJ Publishing,United Kingdom,Jisc,159,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,bmj2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/bmj2022jisc/
BMJ Publishing,United Kingdom,Jisc,182,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,bmj2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/bmj2023jisc/
Brill,United Kingdom,Jisc,250,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,brill2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/brill2023jisc/
Brill,United Kingdom,Jisc,320,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,brill2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/brill2021jisc/
Brill,United Kingdom,Jisc,35,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,brill2021shedl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/brill2021shedl/
Brill,United Kingdom,Jisc,50,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,brill2023shedl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/brill2023shedl/
Bristol University Press,United Kingdom,Jisc,60,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,bup2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/bup2022jisc/
Bristol University Press,United Kingdom,Jisc,40,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,bup2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/bup2024jisc/
Cambridge University Press,United Kingdom,Jisc,2000,2021-01-01T00:00:00Z,2024-12-31T00:00:00Z,cam2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021jisc/
Cambridge University Press,United Kingdom,UK Health Security Agency (UKHSA),11,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,cam2022ukhsa,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2022ukhsa/
Cold Spring Harbor Laboratory Press,United Kingdom,Jisc,35,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,cshl2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cshl2021jisc/
Cold Spring Harbor Laboratory Press,United Kingdom,Jisc,44,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,cshl2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cshl2023jisc/
Company of Biologists,United Kingdom,Jisc,60,2020-01-01T00:00:00Z,2021-12-31T00:00:00Z,compbio2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2020jisc/
Company of Biologists,United Kingdom,Jisc,80,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,compbio2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2022jisc/
Edward Elgar Publishing,United Kingdom,Jisc,50,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,eep2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/eep2023jisc/
Elsevier,United Kingdom,Jisc,16376,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,els2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2022jisc/
European Respiratory Society,United Kingdom,Jisc,31,2020-01-01T00:00:00Z,2021-12-31T00:00:00Z,ers2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ers2020jisc/
European Respiratory Society,United Kingdom,Jisc,37,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,ers2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ers2022jisc/
European Respiratory Society,United Kingdom,Jisc,140,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,ers2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ers2024jisc/
Future Science Group,United Kingdom,Jisc,200,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,fsg2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/fsg2021jisc/
Future Science Group,United Kingdom,Jisc,114,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,fsg2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/fsg2023jisc/
Future Science Group,United Kingdom,Jisc,79,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,fsg2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/fsg2024jisc/
Future Science Group,United Kingdom,UK Health Security Agency (UKHSA),1,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,fsg2023ukhsa,https://esac-initiative.org/about/transformative-agreements/agreement-registry/fsg2023ukhsa/
IOP Publishing,United Kingdom,Jisc,780,2020-01-01T00:00:00Z,2023-12-31T00:00:00Z,iop2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2020jisc/
IWA Publishing,United Kingdom,Jisc,31,2020-01-01T00:00:00Z,2021-12-31T00:00:00Z,iwa2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iwa2020jisc/
IWA Publishing,United Kingdom,Jisc,31,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,iwa2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iwa2022jisc/
John Benjamins Publishing,United Kingdom,Jisc,173,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,jbp2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2022jisc/
Karger,United Kingdom,Jisc,18,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,kar2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2020jisc/
Karger,United Kingdom,Jisc,55,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,kar2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2021jisc/
Microbiology Society,United Kingdom,Jisc,80,2020-01-01T00:00:00Z,2021-12-31T00:00:00Z,microbio2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2020jisc/
Microbiology Society,United Kingdom,Jisc,80,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,microbio2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2022jisc/
Microbiology Society,United Kingdom,Jisc,114,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,microbio2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2023jisc/
Microbiology Society,United Kingdom,UK Health Security Agency (UKHSA),16,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,microbio2023ukhsa,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2023ukhsa/
National Academy of Sciences,United Kingdom,Jisc,195,2021-01-07T00:00:00Z,2023-06-30T00:00:00Z,nas2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/nas2021jisc/
Optica,United Kingdom,Jisc,235,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,opg2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/opg2022jisc/
Oxford University Press,United Kingdom,Jisc,2500,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,oxf2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2021jisc/
Oxford University Press,United Kingdom,Jisc,165,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,oxf2021shedl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2021shedl/
Oxford University Press,United Kingdom,Jisc,3500,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,oxf2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2024jisc/
Oxford University Press,United Kingdom,UK Health Security Agency (UKHSA),20,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,oxf2022ukhsa,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2022ukhsa/
Portland Press,United Kingdom,Jisc,167,2020-01-01T00:00:00Z,2021-12-31T00:00:00Z,portpress2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2020jisc
Portland Press,United Kingdom,Jisc,162,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,portpress2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2022jisc/
Portland Press,United Kingdom,Jisc,129,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,portpress2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2023jisc/
Portland Press,United Kingdom,Jisc,156,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,portpress2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2024jisc/
Radiological Society of North America,United Kingdom,Jisc,20,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,rsna2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsna2021jisc/
Radiological Society of North America,United Kingdom,Jisc,10,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,rsna2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsna2023jisc/
Rockefeller University Press,United Kingdom,Jisc,37,2020-01-03T00:00:00Z,2021-12-31T00:00:00Z,rup2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2020jisc/
Rockefeller University Press,United Kingdom,Jisc,34,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,rup2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2022jisc/
Rockefeller University Press,United Kingdom,Jisc,97,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,rup2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2024jisc/
Royal College of General Practitioners,United Kingdom,Jisc,100,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,rcgp2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rcgp2021jisc/
Royal College of General Practitioners,United Kingdom,Jisc,62,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,rcgp2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rcgp2023jisc/
Royal Irish Academy,United Kingdom,Jisc,6,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,ria2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ria2021jisc/
Royal Irish Academy,United Kingdom,Jisc,20,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,ria2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ria2023jisc/
Royal Society of Chemistry,United Kingdom,Jisc,1200,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,rsc2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2022jisc/
Sage,United Kingdom,Jisc,3070,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,sage2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2020jisc/
Sage,United Kingdom,Jisc,260,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,sage2020shedl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2020shedl/
Sage,United Kingdom,Jisc,350,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,sage2023shedl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2023shedl/
Sage,United Kingdom,Jisc,3150,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,sage2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2023jisc/
Society for Neuroscience,United Kingdom,Jisc,44,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,sfn2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sfn2023jisc/
Society for Neuroscience,United Kingdom,Jisc,106,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,sfn2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sfn2024jisc/
Springer Nature,United Kingdom,Jisc,5000,2019-01-01T00:00:00Z,2022-12-31T00:00:00Z,sc2019jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sc2019jisc/
Springer Nature,United Kingdom,Jisc,5800,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,sn2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023jisc/
Taylor & Francis,United Kingdom,Jisc,5800,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,tf2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2021jisc/
Taylor & Francis,United Kingdom,Jisc,6000,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,tf2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2024jisc/
The Geological Society of London,United Kingdom,Jisc,80,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,gsl2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/gsl2021jisc/
The Geological Society of London,United Kingdom,Jisc,94,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,gsl2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/gsl2022jisc/
The Geological Society of London,United Kingdom,Jisc,113,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,gsl2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/gsl2024jisc/
The Geological Society of London,United Kingdom,Jisc / UKRI-NERC,12,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,gsl2022ukri,https://esac-initiative.org/about/transformative-agreements/agreement-registry/gsl2022ukri/
The Geological Society of London,United Kingdom,Jisc / UKRI-NERC,12,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,gsl2024ukri,https://esac-initiative.org/about/transformative-agreements/agreement-registry/gsl2024ukri/
The Royal Society,United Kingdom,Jisc,600,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,trs2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2021jisc/
The Royal Society,United Kingdom,Jisc,600,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,trs2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2022jisc/
The Royal Society,United Kingdom,Jisc,560,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,trs2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2023jisc/
The Royal Society,United Kingdom,Jisc,681,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,trs2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2024jisc/
Thieme,United Kingdom,Jisc,170,2020-01-01T00:00:00Z,2021-12-31T00:00:00Z,thie2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/thie2020jisc/
Thieme,United Kingdom,Jisc,18,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,thie2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/thie2022jisc/
Walter de Gruyter,United Kingdom,Jisc,333,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,degruy2021jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2021jisc/
Wiley,United Kingdom,Jisc,9500,2020-01-01T00:00:00Z,2023-12-31T00:00:00Z,wiley2020jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2020jisc/
Wiley,United Kingdom,Jisc,10000,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,wiley2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2024jisc/
Wolters Kluwer Health,United Kingdom,Jisc,700,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,lww2022jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/lww2022jisc/
World Scientific,United Kingdom,Jisc,50,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,ws2023jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ws2023jisc/
World Scientific,United Kingdom,Jisc,20,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,ws2024jisc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ws2024jisc/
