publisher,country,organization,annual_publications,start_date,end_date,id,url
Oxford University Press,Germany,Max Planck Digital Library,200,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,oxf2022mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2022mpdl/
Oxford University Press,Germany,Max Planck Digital Library,200,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,oxf2023mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2023mpdl/
Oxford University Press,Germany,Technical University of Munich,75,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,oxf2024tum,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2024tum/
Portland Press,Germany,Max Planck Digital Library,5,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,portpress2021mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2021mpdl/
Portland Press,Germany,Max Planck Digital Library,5,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,portpress2024mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2024mpdl/
Portland Press,Germany,TIB Consortium,10,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,portpress2022tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2022tib/
Rockefeller University Press,Germany,Max Planck Digital Library,8,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,rup2021mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2021mpdl/
Rockefeller University Press,Germany,Max Planck Digital Library,7,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,rup2023mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2023mpdl/
Rockefeller University Press,Germany,ZB MED,250,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,rup2024zbmed,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2024zbmed/
Royal Society of Chemistry,Germany,Max Planck Digital Library,140,2017-01-01T00:00:00Z,2018-12-31T00:00:00Z,rscrap2017mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rscrap2017mpdl/
Royal Society of Chemistry,Germany,Max Planck Digital Library,150,2019-01-01T00:00:00Z,2020-12-31T00:00:00Z,rscrap2019mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rscrap2019mpdl/
Royal Society of Chemistry,Germany,Max Planck Digital Library,130,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,rsc2021mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2021mpdl/
Royal Society of Chemistry,Germany,Max Planck Digital Library,100,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,rsc2023mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023mpdl/
Royal Society of Chemistry,Germany,TIB Consortium,420,2018-01-01T00:00:00Z,2020-12-31T00:00:00Z,rsc2018tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2018tib/
Royal Society of Chemistry,Germany,TIB Consortium,335,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,rsc2021tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2021tib/
Royal Society of Chemistry,Germany,TIB Consortium,800,2024-01-01T00:00:00Z,2027-12-31T00:00:00Z,rsc2024tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2024tib/
Sage,Germany,"German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek",800,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,sage2021gac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2021gac/
Sage,Germany,"German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek",900,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,sage2024gac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2024gac/
SPIE,Germany,Fraunhofer-Gesellschaft e. V.,5,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,spie2021fg,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2021fg/
SPIE,Germany,Fraunhofer-Gesellschaft e. V.,5,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,spie2024fg,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2024fg/
SPIE,Germany,Max Planck Digital Library,5,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,spie2021mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2021mpdl/
SPIE,Germany,Max Planck Digital Library,3,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,spie2024mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2024mpdl/
SPIE,Germany,TIB Consortium,20,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,spie2021tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2021tib/
SPIE,Germany,TIB Consortium,20,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,spie2024tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2024tib/
Springer Nature,Germany,"German academic consortium, administered by Max Planck Digital Library",450,2021-01-01T00:00:00Z,2024-12-31T00:00:00Z,sn2021gac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2021gac/
Springer Nature,Germany,Max Planck Digital Library,300,2015-01-11T00:00:00Z,2018-12-31T00:00:00Z,sc2015mpdl,https://esac-initiative.org/agreement-registry/sc2015mpdl/
Springer Nature,Germany,Projekt DEAL Consortium,9500,2020-01-01T00:00:00Z,2023-12-31T00:00:00Z,sn2020deal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2020deal/
Springer Nature,Germany,Projekt DEAL Consortium,14000,2024-01-01T00:00:00Z,2028-12-31T00:00:00Z,sn2024deal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2024deal/
Taylor & Francis,Germany,Max Planck Digital Library,50,2017-01-01T00:00:00Z,2019-12-31T00:00:00Z,tf2017mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2017mpdl/
Taylor & Francis,Germany,Max Planck Digital Library,70,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,tf2020mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2020mpdl/
Taylor & Francis,Germany,Max Planck Digital Library,70,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,tf2023mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023mpdl/
Taylor & Francis,Germany,ZBW Leibniz Information Centre for Economics,71,2018-01-01T00:00:00Z,2019-12-31T00:00:00Z,tf2018zbw,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2018zbw/
Taylor & Francis,Germany,ZBW Leibniz Information Centre for Economics,56,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z,tf2020zbw,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2020zbw/
Taylor & Francis,Germany,ZBW Leibniz Information Centre for Economics,84,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,tf2021zbw,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2021zbw/
Taylor & Francis,Germany,ZBW Leibniz Information Centre for Economics,85,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,tf2022zbw,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2022zbw/
Taylor & Francis,Germany,ZBW Leibniz Information Centre for Economics,85,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,tf2023zbw,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023zbw/
Taylor & Francis,Germany,ZBW Leibniz Information Centre for Economics,1650,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,tf2024zbw,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2024zbw/
The Electrochemical Society,Germany,Fraunhofer-Gesellschaft e. V.,5,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,ecs2022fg,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ecs2022fg/
The Electrochemical Society,Germany,TIB Consortium,65,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,ecs2021tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ecs2021tib/
The Electrochemical Society,Germany,TIB Consortium,60,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,ecs2022tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ecs2022tib/
The Electrochemical Society,Germany,TIB Consortium,60,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,ecs2023tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ecs2023tib/
The Electrochemical Society,Germany,TIB Consortium,55,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,ecs2024tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ecs2024tib/
The Geological Society of London,Germany,ZB MED,1,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,gsl2023zbmed,https://esac-initiative.org/about/transformative-agreements/agreement-registry/gsl2023zbmed/
The Royal Society,Germany,Max Planck Digital Library,45,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,trs2021mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2021mpdl/
The Royal Society,Germany,Max Planck Digital Library,60,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,trs2024mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2024mpdl/
The Royal Society,Germany,SUB Göttingen,8,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,trs2021sub,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2021sub/
The Royal Society,Germany,SUB Göttingen,8,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,trs2022sub,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2022sub/
The Royal Society,Germany,TIB Consortium,10,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,trs2023tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2023tib/
The Royal Society,Germany,TIB Consortium,10,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,trs2024tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2024tib/
Thieme,Germany,ZB MED Consortium,8,2019-01-01T00:00:00Z,2023-12-31T00:00:00Z,thie2019ger,https://esac-initiative.org/about/transformative-agreements/agreement-registry/thie2019ger/
Thieme,Germany,ZB MED Consortium,50,2021-01-01T00:00:00Z,2025-12-31T00:00:00Z,thie2021ger,https://esac-initiative.org/about/transformative-agreements/agreement-registry/thie2021ger/
Trans Tech Publications,Germany,TIB Consortium,20,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,ttp2024tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ttp2024tib/
Walter de Gruyter,Germany,"German Academic consortium, 66 participating institutions, administered by SUB Göttingen",150,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,degruy2022gac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2022gac/
Walter de Gruyter,Germany,"German Academic consortium, 79 participating institutions, administered by SUB Göttingen",172,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,degruy2023gac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2023gac/
Walter de Gruyter,Germany,ZBW Leibniz Information Centre for Economics,25,2019-01-01T00:00:00Z,2020-12-31T00:00:00Z,degruy2019zbw,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2019zbw/
Walter de Gruyter,Germany,ZBW Leibniz Information Centre for Economics,25,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,degruy2021zbw,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2021zbw/
Wiley,Germany,Projekt DEAL Consortium,9500,2019-01-01T00:00:00Z,2023-12-31T00:00:00Z,wiley2019deal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2019deal/
Wiley,Germany,Projekt DEAL Consortium,10000,2024-01-01T00:00:00Z,2028-12-31T00:00:00Z,wiley2024deal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2024deal/
Cambridge University Press,Ghana,CARLIGH (Consortium of Academic and Research Libraries in Ghana),15,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,cam2020carligh,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2020carligh/
American Chemical Society,Greece,HEAL-Link (Hellenic Academic Libraries Link),106,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,acs2024heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2024heal/
Association for Computing Machinery,Greece,HEAL-Link (Hellenic Academic Libraries Link),143,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,acm2022heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2022heal/
Cambridge University Press,Greece,HEAL-Link (Hellenic Academic Libraries Link),70,2019-01-01T00:00:00Z,2021-12-31T00:00:00Z,cam2019heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2019heal/
Cambridge University Press,Greece,HEAL-Link (Hellenic Academic Libraries Link),81,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,cam2022heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2022heal/
IEEE,Greece,HEAL-Link (Hellenic Academic Libraries Link),212,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,ieee2022heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2022heal/
IOP Publishing,Greece,HEAL-Link (Hellenic Academic Libraries Link),54,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,iop2022heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2022heal/
Oxford University Press,Greece,HEAL-Link (Hellenic Academic Libraries Link),72,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,oxf2022heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2022heal/
Royal Society of Chemistry,Greece,HEAL-Link (Hellenic Academic Libraries Link),60,2019-01-01T00:00:00Z,2021-12-31T00:00:00Z,rsc2019heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2019heal/
Royal Society of Chemistry,Greece,HEAL-Link (Hellenic Academic Libraries Link),60,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,rsc2022heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2022heal/
Springer Nature,Greece,HEAL-Link (Hellenic Academic Libraries Link),505,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,sn2022heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2022heal/
Walter de Gruyter,Greece,HEAL-Link (Hellenic Academic Libraries Link),30,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,degruy2021heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2021heal/
Walter de Gruyter,Greece,HEAL-Link (Hellenic Academic Libraries Link),59,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,degruy2024heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2024heal/
Wiley,Greece,HEAL-Link (Hellenic Academic Libraries Link),440,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,wiley2022heal,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2022heal/
American Chemical Society,Hong Kong,Hong Kong Baptist University,17,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,acs2022hkbu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2022hkbu/
American Chemical Society,Hong Kong,Hong Kong Baptist University,23,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,acs2024hkbu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2024hkbu/
Cambridge University Press,Hong Kong,JULAC,92,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,cam2021julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021julac/
Cambridge University Press,Hong Kong,JULAC,160,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,cam2024julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2024julac/
Company of Biologists,Hong Kong,JULAC,7,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,compbio2023julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023julac/
IEEE,Hong Kong,Hong Kong Baptist University,17,2022-11-30T00:00:00Z,2025-12-31T00:00:00Z,ieee2022hkbu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2022hkbu/
IOP Publishing,Hong Kong,Hong Kong Baptist University,4,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,iop2024hkbu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2024hkbu/
Karger,Hong Kong,JULAC,9,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,kar2021julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2021julac/
Karger,Hong Kong,JULAC,14,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,kar2024julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2024julac/
Microbiology Society,Hong Kong,JULAC,3,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,microbio2023julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2023julac/
Portland Press,Hong Kong,JULAC,1,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,portpress2022julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2022julac/
Portland Press,Hong Kong,JULAC,3,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,portpress2023julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2023julac/
Portland Press,Hong Kong,JULAC,3,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,portpress2024julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2024julac/
Rockefeller University Press,Hong Kong,JULAC,1,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,rup2024julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2024julac/
Royal Society of Chemistry,Hong Kong,Hong Kong Baptist University,18,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,rsc2023hkbu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023hkbu/
Springer Nature,Hong Kong,JULAC,760,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,sn2024julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2024julac/
Taylor & Francis,Hong Kong,Hong Kong Baptist University,52,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,tf2023hkbu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023hkbu/
Wiley,Hong Kong,JULAC,1078,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,wiley2023julac,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023julac/
Akadémiai Kiadó,Hungary,EISZ,750,2019-01-01T00:00:00Z,2020-12-31T00:00:00Z,kia2019eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kia2019eisz/
Akadémiai Kiadó,Hungary,EISZ,727,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,kia2021eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kia2021eisz/
Akadémiai Kiadó,Hungary,EISZ,710,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,kia2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kia2024eisz/
American Chemical Society,Hungary,EISZ,61,2019-01-01T00:00:00Z,2021-12-31T00:00:00Z,acs2019eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2019eisz/
American Chemical Society,Hungary,EISZ,59,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,acs2022eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2022eisz/
American Chemical Society,Hungary,EISZ,80,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,acs2023eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023eisz/
American Chemical Society,Hungary,EISZ,85,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,acs2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2024eisz/
Brill,Hungary,EISZ,6,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,brill2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/brill2024eisz/
Cambridge University Press,Hungary,EISZ,27,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z,cam2020eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2020eisz/
Cambridge University Press,Hungary,EISZ,28,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,cam2021eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021eisz/
Cambridge University Press,Hungary,EISZ,9,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,cam2022eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2022eisz/
Cambridge University Press,Hungary,EISZ,25,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,cam2023eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023eisz/
Cambridge University Press,Hungary,EISZ,30,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,cam2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2024eisz/
Elsevier,Hungary,EISZ,770,2019-01-07T00:00:00Z,2021-12-31T00:00:00Z,els2019eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2019eisz/
Elsevier,Hungary,EISZ,968,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,els2022eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2022eisz/
Elsevier,Hungary,EISZ,1000,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,els2023eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2023eisz/
Elsevier,Hungary,EISZ,1100,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,els2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2024eisz/
Emerald,Hungary,EISZ,6,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,eme2023eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2023eisz/
Emerald,Hungary,EISZ,10,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,eme2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2024eisz/
IEEE,Hungary,EISZ,30,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z,ieee2020eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2020eisz/
IEEE,Hungary,EISZ,4,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,ieee2021eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2021eisz/
IEEE,Hungary,EISZ,32,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,ieee2022eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2022eisz/
IEEE,Hungary,EISZ,40,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,ieee2023eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2023eisz/
IEEE,Hungary,EISZ,35,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,ieee2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2024eisz/
IOP Publishing,Hungary,EISZ,34,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z,iop2020eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2020eisz/
IOP Publishing,Hungary,EISZ,29,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,iop2021eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2021eisz/
IOP Publishing,Hungary,EISZ,17,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,iop2022eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2022eisz/
IOP Publishing,Hungary,EISZ,24,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,iop2023eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023eisz/
IOP Publishing,Hungary,EISZ,33,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,iop2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2024eisz/
Oxford University Press,Hungary,EISZ,29,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,oxf2021eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2021eisz/
Oxford University Press,Hungary,EISZ,18,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,oxf2022eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2022eisz/
Oxford University Press,Hungary,EISZ,20,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,oxf2023eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2023eisz/
Oxford University Press,Hungary,EISZ,21,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,oxf2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2024eisz/
Royal Society of Chemistry,Hungary,EISZ,25,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z,rsc2019eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2019eisz/
Royal Society of Chemistry,Hungary,EISZ,20,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z,rsc2020eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2020eisz/
Royal Society of Chemistry,Hungary,EISZ,33,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,rsc2021eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2021eisz/
Royal Society of Chemistry,Hungary,EISZ,22,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,rsc2022eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2022eisz/
Royal Society of Chemistry,Hungary,EISZ,20,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,rsc2023eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023eisz/
Royal Society of Chemistry,Hungary,EISZ,24,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,rsc2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2024eisz/
Sage,Hungary,EISZ,44,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,sage2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2024eisz/
Springer Nature,Hungary,EISZ,520,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z,sc2019eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sc2019eisz/
Springer Nature,Hungary,EISZ,795,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,sn2020eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2020eisz/
Springer Nature,Hungary,EISZ,898,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,sn2023eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023eisz/
Springer Nature,Hungary,EISZ,1100,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,sn2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2024eisz/
Taylor & Francis,Hungary,EISZ,70,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z,tf2018eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2018eisz/
Taylor & Francis,Hungary,EISZ,160,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z,tf2019eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2019eisz/
Taylor & Francis,Hungary,EISZ,47,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,tf2023eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023eisz/
Taylor & Francis,Hungary,EISZ,70,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,tf2024eisz,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2024eisz/
