journal_name,issn_print,issn_online,first_seen,last_seen,esac_id
Digital Threats: Research and Practice,2692-1626,2576-5337,2023-12-08,NA,acm2021hva
Distributed Ledger Technologies: Research and Practice,2769-6472,2769-6480,2023-12-08,NA,acm2021hva
eLearn Magazine,NA,1535-394X,2023-12-08,NA,acm2021hva
EngageCSEdu,NA,NA,2023-12-08,NA,acm2021hva
Formal Aspects of Computing,0934-5043,1433-299X,2023-12-08,NA,acm2021hva
Games: Research and Practice,NA,2832-5516,2023-12-08,NA,acm2021hva
interactions,1072-5520,1558-3449,2023-12-08,NA,acm2021hva
Journal of Experimental Algorithmics,NA,1084-6654,2023-12-08,NA,acm2021hva
Journal of the ACM,0004-5411,1557-735X,2023-12-08,NA,acm2021hva
Journal on Computing and Cultural Heritage,1556-4673,1556-4711,2023-12-08,NA,acm2021hva
Journal on Emerging Technologies in Computing Systems,1550-4832,1550-4840,2023-12-08,NA,acm2021hva
PACM on Human-Computer Interaction,NA,2573-0142,2023-12-08,NA,acm2021hva
PACM on Measurement and Analysis of Computing Systems,NA,2476-1249,2023-12-08,NA,acm2021hva
PACM on Programming Languages,NA,2475-1421,2023-12-08,NA,acm2021hva
Proceedings of the ACM on Computer Graphics and Interactive Techniques,NA,2577-6193,2023-12-08,NA,acm2021hva
"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",NA,2474-9567,2023-12-08,NA,acm2021hva
Queue,1542-7730,1542-7749,2023-12-08,NA,acm2021hva
Transactions on Computing for Healthcare,2691-1957,2637-8051,2023-12-08,NA,acm2021hva
Transactions on Cyber-Physical Systems,2378-962X,2378-9638,2023-12-08,NA,acm2021hva
Transactions on Data Science,NA,NA,2023-12-08,NA,acm2021hva
Transactions on Evolutionary Learning and Optimization,NA,NA,2023-12-08,NA,acm2021hva
Transactions on Human-Robot Interaction,NA,2573-9522,2023-12-08,NA,acm2021hva
Transactions on Internet of Things,2691-1914,2577-6207,2023-12-08,NA,acm2021hva
Transactions on Privacy and Security,2471-2566,2471-2574,2023-12-08,NA,acm2021hva
Transactions on Social Computing,2469-7818,2469-7826,2023-12-08,NA,acm2021hva
Ubiquity,NA,1530-2180,2023-12-08,NA,acm2021hva
XRDS,1528-4972,1528-4980,2023-12-08,NA,acm2021hva
ACM Computing Surveys,0360-0300,1557-7341,2023-11-15,NA,acm2021lu
ACM Inroads,2153-2184,2153-2192,2023-11-15,NA,acm2021lu
ACM Journal of Data Science,NA,NA,2023-11-15,NA,acm2021lu
ACM Journal on Data and Information Quality,1936-1955,1936-1963,2023-11-15,NA,acm2021lu
ACM Transactions on Accessible Computing,1936-7228,1936-7236,2023-11-15,NA,acm2021lu
ACM Transactions on Algorithms,1549-6325,1549-6333,2023-11-15,NA,acm2021lu
ACM Transactions on Applied Perception,1544-3558,1544-3965,2023-11-15,NA,acm2021lu
ACM Transactions on Architecture and Code Optimization,1544-3566,1544-3973,2023-11-15,NA,acm2021lu
ACM Transactions on Asian and Low-Resource Language Information Processing,2375-4699,2375-4702,2023-11-15,NA,acm2021lu
ACM Transactions on Autonomous and Adaptive Systems,1556-4665,1556-4703,2023-11-15,NA,acm2021lu
ACM Transactions on Computation Theory,1942-3454,1942-3462,2023-11-15,NA,acm2021lu
ACM Transactions on Computational Logic,1529-3785,1557-945X,2023-11-15,NA,acm2021lu
ACM Transactions on Computer Systems,0734-2071,1557-7333,2023-11-15,NA,acm2021lu
ACM Transactions on Computer-Human Interaction,1073-0516,1557-7325,2023-11-15,NA,acm2021lu
ACM Transactions on Computing Education,NA,1946-6226,2023-11-15,NA,acm2021lu
ACM Transactions on Database Systems,0362-5915,1557-4644,2023-11-15,NA,acm2021lu
ACM Transactions on Design Automation of Electronic Systems,1084-4309,1557-7309,2023-11-15,NA,acm2021lu
ACM Transactions on Economics and Computation,2167-8375,2167-8383,2023-11-15,NA,acm2021lu
ACM Transactions on Embedded Computing Systems,1539-9087,1558-3465,2023-11-15,NA,acm2021lu
ACM Transactions on Graphics,0730-0301,1557-7368,2023-11-15,NA,acm2021lu
ACM Transactions on Information Systems,1046-8188,1558-2868,2023-11-15,NA,acm2021lu
ACM Transactions on Intelligent Systems and Technology,2157-6904,2157-6912,2023-11-15,NA,acm2021lu
ACM Transactions on Interactive Intelligent Systems,2160-6455,2160-6463,2023-11-15,NA,acm2021lu
ACM Transactions on Internet Technology,1533-5399,1557-6051,2023-11-15,NA,acm2021lu
ACM Transactions on Knowledge Discovery in Data,1556-4681,1556-472X,2023-11-15,NA,acm2021lu
ACM Transactions on Management Information Systems,2158-656X,2158-6578,2023-11-15,NA,acm2021lu
ACM Transactions on Mathematical Software,0098-3500,1557-7295,2023-11-15,NA,acm2021lu
ACM Transactions on Modeling and Computer Simulation,1049-3301,1558-1195,2023-11-15,NA,acm2021lu
ACM Transactions on Modeling and Performance Evaluation of Computing Systems,2376-3639,2376-3647,2023-11-15,NA,acm2021lu
"ACM Transactions on Multimedia Computing, Communications and Applications",1551-6857,1551-6865,2023-11-15,NA,acm2021lu
ACM Transactions on Parallel Computing,2329-4949,2329-4957,2023-11-15,NA,acm2021lu
ACM Transactions on Programming Languages & Systems,0164-0925,1558-4593,2023-11-15,NA,acm2021lu
ACM Transactions on Quantum Computing,2643-6809,2643-6817,2023-11-15,NA,acm2021lu
ACM Transactions on Reconfigurable Technology and Systems,1936-7406,1936-7414,2023-11-15,NA,acm2021lu
ACM Transactions on Sensor Networks,1550-4859,1550-4867,2023-11-15,NA,acm2021lu
ACM Transactions on Software Engineering and Methodology,1049-331X,1557-7392,2023-11-15,NA,acm2021lu
ACM Transactions on Spatial Algorithms and Systems,2374-0353,2374-0361,2023-11-15,NA,acm2021lu
ACM Transactions on Storage,1553-3077,1553-3093,2023-11-15,NA,acm2021lu
ACM Transactions on the Web,1559-1131,1559-114X,2023-11-15,NA,acm2021lu
Communications of the ACM,0001-0782,1557-7317,2023-11-15,NA,acm2021lu
Digital Government: Research and Practice,2691-199X,2639-0175,2023-11-15,NA,acm2021lu
Digital Threats: Research and Practice,2692-1626,2576-5337,2023-11-15,NA,acm2021lu
Distributed Ledger Technologies: Research and Practice,2769-6472,2769-6480,2023-11-15,NA,acm2021lu
eLearn Magazine,NA,1535-394X,2023-11-15,NA,acm2021lu
EngageCSEdu,NA,NA,2023-11-15,NA,acm2021lu
Formal Aspects of Computing,0934-5043,1433-299X,2023-11-15,NA,acm2021lu
Games: Research and Practice,NA,2832-5516,2023-11-15,NA,acm2021lu
interactions,1072-5520,1558-3449,2023-11-15,NA,acm2021lu
Journal of Experimental Algorithmics,NA,1084-6654,2023-11-15,NA,acm2021lu
Journal of the ACM,0004-5411,1557-735X,2023-11-15,NA,acm2021lu
Journal on Computing and Cultural Heritage,1556-4673,1556-4711,2023-11-15,NA,acm2021lu
Journal on Emerging Technologies in Computing Systems,1550-4832,1550-4840,2023-11-15,NA,acm2021lu
PACM on Human-Computer Interaction,NA,2573-0142,2023-11-15,NA,acm2021lu
PACM on Measurement and Analysis of Computing Systems,NA,2476-1249,2023-11-15,NA,acm2021lu
PACM on Programming Languages,NA,2475-1421,2023-11-15,NA,acm2021lu
Proceedings of the ACM on Computer Graphics and Interactive Techniques,NA,2577-6193,2023-11-15,NA,acm2021lu
"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",NA,2474-9567,2023-11-15,NA,acm2021lu
Queue,1542-7730,1542-7749,2023-11-15,NA,acm2021lu
Transactions on Computing for Healthcare,2691-1957,2637-8051,2023-11-15,NA,acm2021lu
Transactions on Cyber-Physical Systems,2378-962X,2378-9638,2023-11-15,NA,acm2021lu
Transactions on Data Science,NA,NA,2023-11-15,NA,acm2021lu
Transactions on Evolutionary Learning and Optimization,NA,NA,2023-11-15,NA,acm2021lu
Transactions on Human-Robot Interaction,NA,2573-9522,2023-11-15,NA,acm2021lu
Transactions on Internet of Things,2691-1914,2577-6207,2023-11-15,NA,acm2021lu
Transactions on Privacy and Security,2471-2566,2471-2574,2023-11-15,NA,acm2021lu
Transactions on Social Computing,2469-7818,2469-7826,2023-11-15,NA,acm2021lu
Ubiquity,NA,1530-2180,2023-11-15,NA,acm2021lu
XRDS,1528-4972,1528-4980,2023-11-15,NA,acm2021lu
ACM Inroads,2153-2184,2153-2192,2024-01-03,NA,acm2021ru
Communications of the ACM,0001-0782,1557-7317,2024-01-03,NA,acm2021ru
ACM Computing Surveys,0360-0300,1557-7341,2024-01-03,NA,acm2021ru
Digital Government: Research and Practice,2691-199X,2639-0175,2024-01-03,NA,acm2021ru
Distributed Ledger Technologies: Research and Practice,2769-6472,2769-6480,2024-01-03,NA,acm2021ru
Digital Threats: Research and Practice,2692-1626,2576-5337,2024-01-03,NA,acm2021ru
EngageCSEdu,NA,NA,2024-01-03,NA,acm2021ru
Formal Aspects of Computing,0934-5043,1433-299X,2024-01-03,NA,acm2021ru
Games: Research and Practice,NA,2832-5516,2024-01-03,NA,acm2021ru
Transactions on Computing for Healthcare,NA,2637-8051,2024-01-03,NA,acm2021ru
Journal of the ACM,0004-5411,1557-735X,2024-01-03,NA,acm2021ru
ACM Journal on Data and Information Quality,1936-1955,1936-1963,2024-01-03,NA,acm2021ru
ACM Journal of Data Science,NA,2691-1922,2024-01-03,NA,acm2021ru
Journal of Experimental Algorithmics,NA,1084-6654,2024-01-03,NA,acm2021ru
Journal on Emerging Technologies in Computing Systems,NA,1550-4840,2024-01-03,NA,acm2021ru
Journal on Computing and Cultural Heritage,1556-4673,1556-4711,2024-01-03,NA,acm2021ru
Proceedings of the ACM on Computer Graphics and Interactive Techniques,NA,2577-6193,2024-01-03,NA,acm2021ru
PACM on Human-Computer Interaction,NA,2573-0142,2024-01-03,NA,acm2021ru
"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",NA,2474-9567,2024-01-03,NA,acm2021ru
PACM on Measurement and Analysis of Computing Systems,NA,2476-1249,2024-01-03,NA,acm2021ru
PACM on Programming Languages,NA,2475-1421,2024-01-03,NA,acm2021ru
Queue,1542-7730,1542-7749,2024-01-03,NA,acm2021ru
ACM Transactions on Autonomous and Adaptive Systems,NA,1556-4703,2024-01-03,NA,acm2021ru
ACM Transactions on Accessible Computing,1936-7228,1936-7236,2024-01-03,NA,acm2021ru
ACM Transactions on Architecture and Code Optimization,1544-3566,1544-3973,2024-01-03,NA,acm2021ru
ACM Transactions on Algorithms,1549-6325,1549-6333,2024-01-03,NA,acm2021ru
ACM Transactions on Asian and Low-Resource Language Information Processing,2375-4699,2375-4702,2024-01-03,NA,acm2021ru
ACM Transactions on Applied Perception,1544-3558,1544-3965,2024-01-03,NA,acm2021ru
Transactions on Cyber-Physical Systems,2378-962X,2378-9638,2024-01-03,NA,acm2021ru
Transactions on Data Science,2691-1922,2691-1922,2024-01-03,NA,acm2021ru
ACM Transactions on Economics and Computation,2167-8375,2167-8383,2024-01-03,NA,acm2021ru
ACM Transactions on Embedded Computing Systems,1539-9087,1558-3465,2024-01-03,NA,acm2021ru
Transactions on Evolutionary Learning and Optimization,2688-299X,2688-3007,2024-01-03,NA,acm2021ru
Transactions on Human-Robot Interaction,2691-1914,2573-9522,2024-01-03,NA,acm2021ru
ACM Transactions on Interactive Intelligent Systems,2160-6455,2160-6463,2024-01-03,NA,acm2021ru
Transactions on Internet of Things,2691-1914,2577-6207,2024-01-03,NA,acm2021ru
ACM Transactions on Intelligent Systems and Technology,2157-6904,2157-6912,2024-01-03,NA,acm2021ru
ACM Transactions on Knowledge Discovery in Data,1556-4681,1556-472X,2024-01-03,NA,acm2021ru
ACM Transactions on Management Information Systems,2158-656X,2158-6578,2024-01-03,NA,acm2021ru
ACM Transactions on Computing Education,NA,1946-6226,2024-01-03,NA,acm2021ru
ACM Transactions on Computer-Human Interaction,1073-0516,1557-7325,2024-01-03,NA,acm2021ru
ACM Transactions on Computational Logic,1529-3785,1557-945X,2024-01-03,NA,acm2021ru
ACM Transactions on Computer Systems,0734-2071,1557-7333,2024-01-03,NA,acm2021ru
ACM Transactions on Computation Theory,1942-3454,1942-3462,2024-01-03,NA,acm2021ru
ACM Transactions on Design Automation of Electronic Systems,1084-4309,1557-7309,2024-01-03,NA,acm2021ru
ACM Transactions on Database Systems,0362-5915,1557-4644,2024-01-03,NA,acm2021ru
ACM Transactions on Graphics,0730-0301,1557-7368,2024-01-03,NA,acm2021ru
ACM Transactions on Information Systems,1046-8188,1558-2868,2024-01-03,NA,acm2021ru
ACM Transactions on Internet Technology,1533-5399,1557-6051,2024-01-03,NA,acm2021ru
ACM Transactions on Modeling and Computer Simulation,1049-3301,1558-1195,2024-01-03,NA,acm2021ru
"ACM Transactions on Multimedia Computing, Communications and Applications",1551-6857,1551-6865,2024-01-03,NA,acm2021ru
ACM Transactions on Modeling and Performance Evaluation of Computing Systems,2376-3639,2376-3647,2024-01-03,NA,acm2021ru
ACM Transactions on Mathematical Software,0098-3500,1557-7295,2024-01-03,NA,acm2021ru
ACM Transactions on Parallel Computing,2329-4949,2329-4957,2024-01-03,NA,acm2021ru
ACM Transactions on Programming Languages & Systems,0164-0925,1558-4593,2024-01-03,NA,acm2021ru
Transactions on Privacy and Security,2471-2566,2471-2574,2024-01-03,NA,acm2021ru
ACM Transactions on Storage,1553-3077,1553-3093,2024-01-03,NA,acm2021ru
ACM Transactions on Software Engineering and Methodology,1049-331X,1557-7392,2024-01-03,NA,acm2021ru
ACM Transactions on Sensor Networks,1550-4859,1550-4867,2024-01-03,NA,acm2021ru
ACM Transactions on Quantum Computing,2643-6809,2643-6817,2024-01-03,NA,acm2021ru
ACM Transactions on Reconfigurable Technology and Systems,1936-7406,1936-7414,2024-01-03,NA,acm2021ru
ACM Transactions on Spatial Algorithms and Systems,2374-0353,2374-0361,2024-01-03,NA,acm2021ru
Transactions on Social Computing,2469-7818,2469-7826,2024-01-03,NA,acm2021ru
ACM Transactions on the Web,1559-1131,1559-114X,2024-01-03,NA,acm2021ru
Ubiquity,NA,1530-2180,2024-01-03,NA,acm2021ru
XRDS,1528-4972,1528-4980,2024-01-03,NA,acm2021ru
eLearn Magazine,NA,1535-394X,2024-01-03,NA,acm2021ru
interactions,1072-5520,1558-3449,2024-01-03,NA,acm2021ru
ACM Computing Surveys,NA,1557-7341,2023-07-17,NA,acm2021sanlic
ACM Inroads,NA,2153-2192,2023-07-17,NA,acm2021sanlic
ACM Journal of Experimental Algorithmics,NA,1084-6654,2023-07-17,NA,acm2021sanlic
ACM Journal on Emerging Technologies in Computing Systems,NA,1550-4840,2023-07-17,NA,acm2021sanlic
ACM Transactions on Accessible Computing,NA,1936-7236,2023-07-17,NA,acm2021sanlic
ACM Transactions on Algorithms,NA,1549-6333,2023-07-17,NA,acm2021sanlic
ACM Transactions on Applied Perception,NA,1544-3965,2023-07-17,NA,acm2021sanlic
ACM Transactions on Architecture and Code Optimization,NA,1544-3973,2023-07-17,NA,acm2021sanlic
ACM Transactions on Asian and Low-Resource Language Information Processing,NA,2375-4702,2023-07-17,NA,acm2021sanlic
ACM Transactions on Autonomous and Adaptive Systems,NA,1556-4703,2023-07-17,NA,acm2021sanlic
ACM Transactions on Computation Theory,NA,1942-3462,2023-07-17,NA,acm2021sanlic
ACM Transactions on Computational Logic,NA,1557-945X,2023-07-17,NA,acm2021sanlic
ACM Transactions on Computer Systems,NA,1557-7333,2023-07-17,NA,acm2021sanlic
ACM Transactions on Computer-Human Interaction,NA,1557-7325,2023-07-17,NA,acm2021sanlic
ACM Transactions on Computing Education,NA,1946-6226,2023-07-17,NA,acm2021sanlic
ACM Transactions on Computing for Healthcare,NA,2637-8051,2023-07-17,NA,acm2021sanlic
ACM Transactions on Cyber-Physical Systems,NA,2378-9638,2023-07-17,NA,acm2021sanlic
ACM Transactions on Database Systems,NA,1557-4644,2023-07-17,NA,acm2021sanlic
ACM Transactions on Design Automation of Electronic Systems,NA,1557-7309,2023-07-17,NA,acm2021sanlic
ACM Transactions on Economics and Computation,NA,2167-8383,2023-07-17,NA,acm2021sanlic
ACM Transactions on Embedded Computing Systems,NA,1558-3465,2023-07-17,NA,acm2021sanlic
ACM Transactions on Evolutionary Learning and Optimization,NA,2688-3007,2023-07-17,NA,acm2021sanlic
ACM Transactions on Graphics,NA,1557-7368,2023-07-17,NA,acm2021sanlic
ACM Transactions on Human-Robot Interaction,NA,2573-9522,2023-07-17,NA,acm2021sanlic
ACM Transactions on Information Systems,NA,1558-2868,2023-07-17,NA,acm2021sanlic
ACM Transactions on Intelligent Systems and Technology,NA,2157-6912,2023-07-17,NA,acm2021sanlic
ACM Transactions on Interactive Intelligent Systems,NA,2160-6463,2023-07-17,NA,acm2021sanlic
ACM Transactions on Internet of Things,NA,2577-6207,2023-07-17,NA,acm2021sanlic
ACM Transactions on Internet Technology,NA,1557-6051,2023-07-17,NA,acm2021sanlic
ACM Transactions on Knowledge Discovery in Data,NA,1556-472X,2023-07-17,NA,acm2021sanlic
ACM Transactions on Management Information Systems,NA,2158-6578,2023-07-17,NA,acm2021sanlic
ACM Transactions on Mathematical Software,NA,1557-7295,2023-07-17,NA,acm2021sanlic
ACM Transactions on Modeling and Computer Simulation,NA,1558-1195,2023-07-17,NA,acm2021sanlic
ACM Transactions on Modeling and Performance Evaluation of Computing Systems,NA,2376-3647,2023-07-17,NA,acm2021sanlic
"ACM Transactions on Multimedia Computing, Communications and Applications",NA,1551-6865,2023-07-17,NA,acm2021sanlic
ACM Transactions on Parallel Computing,NA,2329-4957,2023-07-17,NA,acm2021sanlic
ACM Transactions on Privacy and Security,NA,2471-2574,2023-07-17,NA,acm2021sanlic
ACM Transactions on Programming Languages and Systems,NA,1558-4593,2023-07-17,NA,acm2021sanlic
ACM Transactions on Quantum Computing,NA,2643-6817,2023-07-17,NA,acm2021sanlic
ACM Transactions on Reconfigurable Technology and Systems,NA,1936-7414,2023-07-17,NA,acm2021sanlic
ACM Transactions on Sensor Networks,NA,1550-4867,2023-07-17,NA,acm2021sanlic
ACM Transactions on Social Computing,NA,2469-7826,2023-07-17,NA,acm2021sanlic
ACM Transactions on Software Engineering and Methodology,NA,1557-7392,2023-07-17,NA,acm2021sanlic
ACM Transactions on Spatial Algorithms and Systems,NA,2374-0361,2023-07-17,NA,acm2021sanlic
ACM Transactions on Storage,NA,1553-3093,2023-07-17,NA,acm2021sanlic
ACM Transactions on the Web,NA,1559-114X,2023-07-17,NA,acm2021sanlic
ACM/IMS Journal of Data Science,NA,NA,2023-07-17,NA,acm2021sanlic
ACM/IMS Transactions on Data Science,NA,2691-1922,2023-07-17,NA,acm2021sanlic
Communications of the ACM,NA,1557-7317,2023-07-17,NA,acm2021sanlic
Digital Government: Research and Practice,NA,2639-0175,2023-07-17,NA,acm2021sanlic
Digital Threats: Research and Practice,NA,2576-5337,2023-07-17,NA,acm2021sanlic
Distributed Ledger Technologies: Research and Practice,NA,2769-6480,2023-07-17,NA,acm2021sanlic
eLearn,NA,1535-394X,2023-07-17,NA,acm2021sanlic
Formal Aspects of Computing,NA,1433-299X,2023-07-17,NA,acm2021sanlic
Games: Research and Practice,NA,2832-5516,2023-07-17,NA,acm2021sanlic
Interactions,NA,1558-3449,2023-07-17,NA,acm2021sanlic
Journal of Data and Information Quality,NA,1936-1963,2023-07-17,NA,acm2021sanlic
Journal of the ACM,NA,1557-735X,2023-07-17,NA,acm2021sanlic
Journal on Computing and Cultural Heritage,NA,1556-4711,2023-07-17,NA,acm2021sanlic
Proceedings of the ACM on Computer Graphics and Interactive Techniques,NA,2577-6193,2023-07-17,NA,acm2021sanlic
Proceedings of the ACM on Human-Computer Interaction,NA,2573-0142,2023-07-17,NA,acm2021sanlic
"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",NA,2474-9567,2023-07-17,NA,acm2021sanlic
Proceedings of the ACM on Measurement and Analysis of Computing Systems,NA,2476-1249,2023-07-17,NA,acm2021sanlic
Proceedings of the ACM on Programming Languages,NA,2475-1421,2023-07-17,NA,acm2021sanlic
Queue,NA,1542-7749,2023-07-17,NA,acm2021sanlic
Ubiquity,NA,1530-2180,2023-07-17,NA,acm2021sanlic
"XRDS: Crossroads, The ACM Magazine for Students",NA,1528-4980,2023-07-17,NA,acm2021sanlic
ACM Inroads,2153-2184,2153-2192,2024-02-08,NA,acm2021tilburg
Communications of the ACM,0001-0782,1557-7317,2024-02-08,NA,acm2021tilburg
ACM Computing Surveys,0360-0300,1557-7341,2024-02-08,NA,acm2021tilburg
Digital Government: Research and Practice,2691-199X,2639-0175,2024-02-08,NA,acm2021tilburg
Distributed Ledger Technologies: Research and Practice,2769-6472,2769-6480,2024-02-08,NA,acm2021tilburg
Digital Threats: Research and Practice,2692-1626,2576-5337,2024-02-08,NA,acm2021tilburg
EngageCSEdu,NA,NA,2024-02-08,NA,acm2021tilburg
Formal Aspects of Computing,0934-5043,1433-299X,2024-02-08,NA,acm2021tilburg
Games: Research and Practice,NA,2832-5516,2024-02-08,NA,acm2021tilburg
Transactions on Computing for Healthcare,NA,2637-8051,2024-02-08,NA,acm2021tilburg
Journal of the ACM,0004-5411,1557-735X,2024-02-08,NA,acm2021tilburg
ACM Journal on Data and Information Quality,1936-1955,1936-1963,2024-02-08,NA,acm2021tilburg
ACM Journal of Data Science,NA,2691-1922,2024-02-08,NA,acm2021tilburg
Journal of Experimental Algorithmics,NA,1084-6654,2024-02-08,NA,acm2021tilburg
Journal on Emerging Technologies in Computing Systems,NA,1550-4840,2024-02-08,NA,acm2021tilburg
Journal on Computing and Cultural Heritage,1556-4673,1556-4711,2024-02-08,NA,acm2021tilburg
Proceedings of the ACM on Computer Graphics and Interactive Techniques,NA,2577-6193,2024-02-08,NA,acm2021tilburg
PACM on Human-Computer Interaction,NA,2573-0142,2024-02-08,NA,acm2021tilburg
"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",NA,2474-9567,2024-02-08,NA,acm2021tilburg
PACM on Measurement and Analysis of Computing Systems,NA,2476-1249,2024-02-08,NA,acm2021tilburg
PACM on Programming Languages,NA,2475-1421,2024-02-08,NA,acm2021tilburg
Queue,1542-7730,1542-7749,2024-02-08,NA,acm2021tilburg
ACM Transactions on Autonomous and Adaptive Systems,NA,1556-4703,2024-02-08,NA,acm2021tilburg
ACM Transactions on Accessible Computing,1936-7228,1936-7236,2024-02-08,NA,acm2021tilburg
ACM Transactions on Architecture and Code Optimization,1544-3566,1544-3973,2024-02-08,NA,acm2021tilburg
ACM Transactions on Algorithms,1549-6325,1549-6333,2024-02-08,NA,acm2021tilburg
ACM Transactions on Asian and Low-Resource Language Information Processing,2375-4699,2375-4702,2024-02-08,NA,acm2021tilburg
ACM Transactions on Applied Perception,1544-3558,1544-3965,2024-02-08,NA,acm2021tilburg
Transactions on Cyber-Physical Systems,2378-962X,2378-9638,2024-02-08,NA,acm2021tilburg
Transactions on Data Science,2691-1922,2691-1922,2024-02-08,NA,acm2021tilburg
ACM Transactions on Economics and Computation,2167-8375,2167-8383,2024-02-08,NA,acm2021tilburg
ACM Transactions on Embedded Computing Systems,1539-9087,1558-3465,2024-02-08,NA,acm2021tilburg
Transactions on Evolutionary Learning and Optimization,2688-299X,2688-3007,2024-02-08,NA,acm2021tilburg
Transactions on Human-Robot Interaction,2691-1914,2573-9522,2024-02-08,NA,acm2021tilburg
ACM Transactions on Interactive Intelligent Systems,2160-6455,2160-6463,2024-02-08,NA,acm2021tilburg
Transactions on Internet of Things,2691-1914,2577-6207,2024-02-08,NA,acm2021tilburg
ACM Transactions on Intelligent Systems and Technology,2157-6904,2157-6912,2024-02-08,NA,acm2021tilburg
ACM Transactions on Knowledge Discovery in Data,1556-4681,1556-472X,2024-02-08,NA,acm2021tilburg
ACM Transactions on Management Information Systems,2158-656X,2158-6578,2024-02-08,NA,acm2021tilburg
ACM Transactions on Computing Education,NA,1946-6226,2024-02-08,NA,acm2021tilburg
ACM Transactions on Computer-Human Interaction,1073-0516,1557-7325,2024-02-08,NA,acm2021tilburg
ACM Transactions on Computational Logic,1529-3785,1557-945X,2024-02-08,NA,acm2021tilburg
ACM Transactions on Computer Systems,0734-2071,1557-7333,2024-02-08,NA,acm2021tilburg
ACM Transactions on Computation Theory,1942-3454,1942-3462,2024-02-08,NA,acm2021tilburg
ACM Transactions on Design Automation of Electronic Systems,1084-4309,1557-7309,2024-02-08,NA,acm2021tilburg
ACM Transactions on Database Systems,0362-5915,1557-4644,2024-02-08,NA,acm2021tilburg
ACM Transactions on Graphics,0730-0301,1557-7368,2024-02-08,NA,acm2021tilburg
ACM Transactions on Information Systems,1046-8188,1558-2868,2024-02-08,NA,acm2021tilburg
ACM Transactions on Internet Technology,1533-5399,1557-6051,2024-02-08,NA,acm2021tilburg
ACM Transactions on Modeling and Computer Simulation,1049-3301,1558-1195,2024-02-08,NA,acm2021tilburg
"ACM Transactions on Multimedia Computing, Communications and Applications",1551-6857,1551-6865,2024-02-08,NA,acm2021tilburg
ACM Transactions on Modeling and Performance Evaluation of Computing Systems,2376-3639,2376-3647,2024-02-08,NA,acm2021tilburg
ACM Transactions on Mathematical Software,0098-3500,1557-7295,2024-02-08,NA,acm2021tilburg
ACM Transactions on Parallel Computing,2329-4949,2329-4957,2024-02-08,NA,acm2021tilburg
ACM Transactions on Programming Languages & Systems,0164-0925,1558-4593,2024-02-08,NA,acm2021tilburg
Transactions on Privacy and Security,2471-2566,2471-2574,2024-02-08,NA,acm2021tilburg
ACM Transactions on Storage,1553-3077,1553-3093,2024-02-08,NA,acm2021tilburg
ACM Transactions on Software Engineering and Methodology,1049-331X,1557-7392,2024-02-08,NA,acm2021tilburg
ACM Transactions on Sensor Networks,1550-4859,1550-4867,2024-02-08,NA,acm2021tilburg
ACM Transactions on Quantum Computing,2643-6809,2643-6817,2024-02-08,NA,acm2021tilburg
ACM Transactions on Reconfigurable Technology and Systems,1936-7406,1936-7414,2024-02-08,NA,acm2021tilburg
ACM Transactions on Spatial Algorithms and Systems,2374-0353,2374-0361,2024-02-08,NA,acm2021tilburg
Transactions on Social Computing,2469-7818,2469-7826,2024-02-08,NA,acm2021tilburg
ACM Transactions on the Web,1559-1131,1559-114X,2024-02-08,NA,acm2021tilburg
Ubiquity,NA,1530-2180,2024-02-08,NA,acm2021tilburg
XRDS,1528-4972,1528-4980,2024-02-08,NA,acm2021tilburg
eLearn Magazine,NA,1535-394X,2024-02-08,NA,acm2021tilburg
interactions,1072-5520,1558-3449,2024-02-08,NA,acm2021tilburg
