inst_name,ror_id,inst_first_seen,inst_last_seen,esac_id
Nordakademie gGmbH,https://ror.org/003r76697,2026-02-26,NA,acm2021hebis
Ostafalia Hochule fur angewandte Wissenschaften,https://ror.org/01bk10867,2026-02-26,NA,acm2021hebis
RPTU Kaiserslautern-Landau,https://ror.org/01qrts582,2026-02-26,NA,acm2021hebis
Robert Bosch C/TED Information Center,https://ror.org/01fe0jt45,2026-02-26,NA,acm2021hebis
RWTH Aachen University,https://ror.org/04xfq0f34,2026-02-26,NA,acm2021hebis
SAP,https://ror.org/03dsc8d33,2026-02-26,NA,acm2021hebis
Saarlaendische Universitaets- und Landesbibliothek Saarbruecken,https://ror.org/01jdpyv68,2026-02-26,NA,acm2021hebis
Saechsische Landesbibliothek Staats- und Universitaetsbibliothek Dresden (TU Dresden),https://ror.org/03wf51b65,2026-02-26,NA,acm2021hebis
Schloss Dagstuhl - Leibniz-Zentrum für Informatik GmbH,https://ror.org/00k4h2615,2026-02-26,NA,acm2021hebis
Staats- und Universitaetsbibliothek Bremen,https://ror.org/04cwb1p56,2026-02-26,NA,acm2021hebis
Technical University of Munich,https://ror.org/02kkvpp62,2026-02-26,NA,acm2021hebis
Technische Hochschule Brandenburg,https://ror.org/04qj3gf68,2026-02-26,NA,acm2021hebis
Technische Hochschule Ingolstadt,https://ror.org/02bxzcy64,2026-02-26,NA,acm2021hebis
Technische Hochschule Koln,https://ror.org/014nnvj65,2026-02-26,NA,acm2021hebis
Technische Hochschule Lubeck,https://ror.org/032xqbj11,2026-02-26,NA,acm2021hebis
Technische Hochschule Mittelhessen,https://ror.org/02qdc9985,2026-02-26,NA,acm2021hebis
Technische Hochschule Ostwestfalen-Lippe,https://ror.org/04eka8j06,2026-02-26,NA,acm2021hebis
Technische Hochschule Ulm,https://ror.org/05e5kd476,2026-02-26,NA,acm2021hebis
Technische Hochscule Wildau,https://ror.org/00k62pe27,2026-02-26,NA,acm2021hebis
Technische Informationsbibliothek (TIB),https://ror.org/04aj4c181,2026-02-26,NA,acm2021hebis
Technische Universitaet Bergakademie Freiberg,https://ror.org/031vc2293,2026-02-26,NA,acm2021hebis
Technische Universitaet Braunschweig,https://ror.org/010nsgg66,2026-02-26,NA,acm2021hebis
Technische Universitaet Nuernberg,https://ror.org/02sv65x64,2026-02-26,NA,acm2021hebis
Thueringer Universitaets- und Landesbibliothek Jena,https://ror.org/0493yt138,2026-02-26,NA,acm2021hebis
Universitaet Hamburg,https://ror.org/00g30e956,2026-02-26,NA,acm2021hebis
Universitaet Hohenheim,https://ror.org/00b1c9541,2026-02-26,NA,acm2021hebis
"Universitaet Konstanz, KIM",https://ror.org/0546hnb39,2026-02-26,NA,acm2021hebis
Universitaets- und Landesbibliothek Darmstadt (TU Darmstadt),https://ror.org/05n911h24,2026-02-26,NA,acm2021hebis
Universitaets- und Landesbibliothek Duesseldorf,https://ror.org/024z2rq82,2026-02-26,NA,acm2021hebis
Universitaets- und Landesbibliothek Sachsen-Anhalt,https://ror.org/03c241w53,2026-02-26,NA,acm2021hebis
Universitaets- und Stadtbibliothek Koeln,https://ror.org/00rcxh774,2026-02-26,NA,acm2021hebis
Universitaetsbibliohek Ulm kiz,https://ror.org/032000t02,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Augsburg,https://ror.org/03p14d497,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Bamberg,https://ror.org/01c1w6d29,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Bayreuth,https://ror.org/0234wmv40,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Bielefeld,https://ror.org/02hpadn98,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Clausthal,https://ror.org/04qb8nc58,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek der Bauhaus-Universitaet Weimar,https://ror.org/033bb5z47,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek der Freien Universitaet Berlin,https://ror.org/046ak2485,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek der Humboldt-Universitaet zu Berlin,https://ror.org/01hcx6992,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek der Technischen Universitaet Berlin,https://ror.org/03v4gjf40,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek der TU Chemnitz,https://ror.org/00a208s56,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Dortmund,https://ror.org/01k97gp34,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Duisburg-Essen,https://ror.org/04mz5ra38,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Frankfurt,https://ror.org/04cvxnb49,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Freiburg,https://ror.org/0245cg223,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Hagen,https://ror.org/04tkkr536,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Hildesheim,https://ror.org/02f9det96,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Ilmenau,https://ror.org/01weqhp73,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Kassel,https://ror.org/04zc7p361,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Kiel,https://ror.org/04v76ef78,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Koblenz-Landau,https://ror.org/01j9f6752,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Leipzig,https://ror.org/03s7gtk40,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Luebeck,https://ror.org/00t3r8h32,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Magdeburg,https://ror.org/00ggpsq73,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Mainz,https://ror.org/023b0x485,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Mannheim,https://ror.org/031bsb921,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Osnabrueck,https://ror.org/04qmmjx98,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Paderborn,https://ror.org/058kzsd48,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Passau,https://ror.org/05ydjnb78,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Potsdam,https://ror.org/03bnmw459,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Rostock,https://ror.org/03zdwsf69,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Siegen,https://ror.org/02azyry73,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Trier,https://ror.org/02778hg05,2026-02-26,NA,acm2021hebis
Universitaetsbibliothek Tuebingen,https://ror.org/03a1kwz48,2026-02-26,NA,acm2021hebis
University of Munster,https://ror.org/00pd74e08,2026-02-26,NA,acm2021hebis
University of Regensberg,https://ror.org/01eezs655,2026-02-26,NA,acm2021hebis
Westfalische Hochschule,https://ror.org/04p7ekn23,2026-02-26,NA,acm2021hebis
Blekinge Institute of Technology,https://ror.org/0093a8w51,2026-03-06,NA,acm2022bibsam
Chalmers University of Technology,https://ror.org/040wg7k59,2026-03-06,NA,acm2022bibsam
Göteborg University,https://ror.org/01tm6cn81,2026-03-06,NA,acm2022bibsam
Hogskolan i Boras,https://ror.org/01fdxwh83,2026-03-06,NA,acm2022bibsam
Hogskolan i Gavle,https://ror.org/043fje207,2026-03-06,NA,acm2022bibsam
Halmstad University,https://ror.org/03h0qfp10,2026-03-06,NA,acm2022bibsam
Jönköping University,https://ror.org/03t54am93,2026-03-06,NA,acm2022bibsam
University of Skövde,https://ror.org/051mrsz47,2026-03-06,NA,acm2022bibsam
University West (Hogskolan Vast),https://ror.org/0257kt353,2026-03-06,NA,acm2022bibsam
Karlstad University,https://ror.org/05s754026,2026-03-06,NA,acm2022bibsam
KTH Royal Institute of Technology,https://ror.org/026vcq606,2026-03-06,NA,acm2022bibsam
Linköping University,https://ror.org/05ynxx418,2026-03-06,NA,acm2022bibsam
Linnaeus University,https://ror.org/00j9qag85,2026-03-06,NA,acm2022bibsam
Lulea University of Technology,https://ror.org/016st3p78,2026-03-06,NA,acm2022bibsam
Lund University,https://ror.org/012a77v79,2026-03-06,NA,acm2022bibsam
Mälardalen University,https://ror.org/033vfbz75,2026-03-06,NA,acm2022bibsam
Malmö University,https://ror.org/05wp7an13,2026-03-06,NA,acm2022bibsam
Mid Sweden University,https://ror.org/019k1pd13,2026-03-06,NA,acm2022bibsam
Orebro University,https://ror.org/05kytsw45,2026-03-06,NA,acm2022bibsam
Rise Research Institutes of Sweden,https://ror.org/03nnxqz81,2026-03-06,NA,acm2022bibsam
Södertörn University,https://ror.org/00d973h41,2026-03-06,NA,acm2022bibsam
Stockholm University,https://ror.org/05f0yaq80,2026-03-06,NA,acm2022bibsam
Umeå University,https://ror.org/05kb8h459,2026-03-06,NA,acm2022bibsam
Uppsala University,https://ror.org/048a87296,2026-03-06,NA,acm2022bibsam
American University in Bulgaria,https://ror.org/05n8fe870,2026-02-26,NA,acm2023aubg
Chinese University of Hong Kong,https://ror.org/00t33hh48,2026-03-02,NA,acm2023julac
City University of Hong Kong,https://ror.org/03q8dnn23,2026-03-02,NA,acm2023julac
Education University of Hong Kong,https://ror.org/000t0f062,2026-03-02,NA,acm2023julac
Hang Seng University of Hong Kong,https://ror.org/04fa64g55,2026-03-02,NA,acm2023julac
Hong Kong Baptist University,https://ror.org/0145fw131,2026-03-02,NA,acm2023julac
Hong Kong Metropolitan University,https://ror.org/0349bsm71,2026-03-02,NA,acm2023julac
Hong Kong Polytechnic University,https://ror.org/0030zas98,2026-03-02,NA,acm2023julac
Hong Kong Shue Yan University,https://ror.org/023t8mt09,2026-03-02,NA,acm2023julac
Hong Kong University of Science and Technology,https://ror.org/00q4vv597,2026-03-02,NA,acm2023julac
Lingnan University,https://ror.org/0563pg902,2026-03-02,NA,acm2023julac
Macau University of Science and Technology,https://ror.org/03jqs2n27,2026-03-02,NA,acm2023julac
Saint Francis University,https://ror.org/04smsfy22,2026-03-02,NA,acm2023julac
University of Hong Kong,https://ror.org/00t33hh48,2026-03-02,NA,acm2023julac
University of Macau,https://ror.org/01r4q9n85,2026-03-02,NA,acm2023julac
Vocational Training Council,https://ror.org/02pvbz391,2026-03-02,NA,acm2023julac
Adelphi University,https://ror.org/025n13r50,2026-01-13,NA,acm2023lyrasis
Allegheny College,https://ror.org/02jgzjj54,2026-02-05,NA,acm2023lyrasis
Amherst College,https://ror.org/028vqfs63,2026-01-13,NA,acm2023lyrasis
Appalachian State University,https://ror.org/051m4vc48,2026-02-05,NA,acm2023lyrasis
Arcadia University,https://ror.org/00ff4bt20,2026-01-13,NA,acm2023lyrasis
Arkansas State University,https://ror.org/006pyvd89,2026-02-05,NA,acm2023lyrasis
Athens State University,https://ror.org/01zx16v02,2026-01-13,NA,acm2023lyrasis
Auburn University,https://ror.org/02v80fc35,2026-02-05,NA,acm2023lyrasis
Auburn University at Montgomery,https://ror.org/05eynd241,2026-01-13,NA,acm2023lyrasis
Augusta University,https://ror.org/012mef835,2026-02-05,NA,acm2023lyrasis
Austin Peay State University,https://ror.org/05tx3bv88,2026-01-13,NA,acm2023lyrasis
Ball State University Libraries,https://ror.org/00k6tx165,2026-02-05,NA,acm2023lyrasis
Belmont University,https://ror.org/033vjpd42,2026-01-13,NA,acm2023lyrasis
Boston University,https://ror.org/05qwgg493,2026-02-05,NA,acm2023lyrasis
Brandeis University,https://ror.org/05abbep66,2026-01-13,NA,acm2023lyrasis
Brigham Young University - Hawaii,https://ror.org/0259gsa43,2026-02-05,NA,acm2023lyrasis
Brookhaven National Laboratory,https://ror.org/02ex6cf31,2026-01-13,NA,acm2023lyrasis
Broward College,https://ror.org/02jj1w915,2026-02-05,NA,acm2023lyrasis
Brown University,https://ror.org/05gq02987,2026-01-13,NA,acm2023lyrasis
Bryn Mawr College,https://ror.org/05sjwtp51,2026-02-05,NA,acm2023lyrasis
Bucknell University,https://ror.org/00fc1qt65,2026-01-13,NA,acm2023lyrasis
Caldwell University,https://ror.org/01xqkk481,2026-02-05,NA,acm2023lyrasis
Campbell University,https://ror.org/00dv9q566,2026-01-13,NA,acm2023lyrasis
Capitol Technology University,https://ror.org/045ej2q36,2026-02-05,NA,acm2023lyrasis
Central Connecticut State University,https://ror.org/054gzqw08,2026-01-13,NA,acm2023lyrasis
Champlain College,https://ror.org/01hx6v225,2026-02-05,NA,acm2023lyrasis
Charleston Southern University,https://ror.org/03mwnnn55,2026-01-13,NA,acm2023lyrasis
Chesapeake College,https://ror.org/04d5rm267,2026-02-05,NA,acm2023lyrasis
Clarkson University,https://ror.org/03rwgpn18,2026-01-13,NA,acm2023lyrasis
Clayton State University,https://ror.org/00t47w971,2026-02-05,NA,acm2023lyrasis
Clemson University,https://ror.org/037s24f05,2026-01-13,NA,acm2023lyrasis
Coastal Carolina University,https://ror.org/01621q256,2026-02-05,NA,acm2023lyrasis
Colgate University,https://ror.org/05d23ve83,2026-01-13,NA,acm2023lyrasis
College of Charleston,https://ror.org/00390t168,2026-02-05,NA,acm2023lyrasis
Colorado State University,https://ror.org/03k1gpj17,2026-01-13,NA,acm2023lyrasis
Cornell University,https://ror.org/05bnh6r87,2026-02-05,NA,acm2023lyrasis
CUNY Borough of Manhattan Community College,https://ror.org/040hwr020,2026-01-13,NA,acm2023lyrasis
CUNY Brooklyn College,https://ror.org/019k4jq75,2026-02-05,NA,acm2023lyrasis
CUNY City College of New York,https://ror.org/00wmhkr98,2026-01-13,NA,acm2023lyrasis
CUNY Graduate Center,https://ror.org/00awd9g61,2026-02-05,NA,acm2023lyrasis
CUNY Hunter College,https://ror.org/00g2xk477,2026-01-13,NA,acm2023lyrasis
CUNY John Jay College of Criminal Justice,https://ror.org/01p9rc392,2026-02-05,NA,acm2023lyrasis
CUNY Queens College,https://ror.org/03v8adn41,2026-01-13,NA,acm2023lyrasis
CUNY York College,https://ror.org/03v8adn41,2026-02-05,NA,acm2023lyrasis
Davidson College,https://ror.org/02f7k4z58,2026-01-13,NA,acm2023lyrasis
DePauw University,https://ror.org/02mks6v46,2026-02-05,NA,acm2023lyrasis
Denison University,https://ror.org/05pqx1c24,2026-01-13,NA,acm2023lyrasis
Drexel University,https://ror.org/04bdffz58,2026-02-05,NA,acm2023lyrasis
Duke University,https://ror.org/00py81415,2026-01-13,NA,acm2023lyrasis
East Carolina University,https://ror.org/01vx35703,2026-02-05,NA,acm2023lyrasis
East Tennessee State University,https://ror.org/05rfqv493,2026-01-13,NA,acm2023lyrasis
Eckerd College,https://ror.org/04d4qrf43,2026-02-05,NA,acm2023lyrasis
ECPI University,https://ror.org/04133ks15,2026-01-13,NA,acm2023lyrasis
Elizabethtown College,https://ror.org/01y0mgq54,2026-02-05,NA,acm2023lyrasis
Elon University,https://ror.org/01szgyb91,2026-01-13,NA,acm2023lyrasis
Endicott College,https://ror.org/051e7m916,2026-02-05,NA,acm2023lyrasis
Fairfield University Library,https://ror.org/04z49n283,2026-01-13,NA,acm2023lyrasis
Fayetteville State University,https://ror.org/03rj92e31,2026-02-05,NA,acm2023lyrasis
Fitchburg State University,https://ror.org/031tt0491,2026-01-13,NA,acm2023lyrasis
Florida Institute of Technology,https://ror.org/04atsbb87,2026-02-05,NA,acm2023lyrasis
Florida International University,https://ror.org/02gz6gg07,2026-01-13,NA,acm2023lyrasis
Florida Memorial University,https://ror.org/008pwh115,2026-02-05,NA,acm2023lyrasis
Florida Southern College,https://ror.org/026hjc247,2026-01-13,NA,acm2023lyrasis
Fordham University,https://ror.org/03qnxaf80,2026-02-05,NA,acm2023lyrasis
Framingham State University,https://ror.org/02mp2w060,2026-01-13,NA,acm2023lyrasis
Franklin and Marshall College,https://ror.org/04fp4ps48,2026-02-05,NA,acm2023lyrasis
Frostburg University,https://ror.org/048drzm61,2026-01-13,NA,acm2023lyrasis
Furman University,https://ror.org/04ytb9n23,2026-02-05,NA,acm2023lyrasis
Gallaudet University,https://ror.org/02b9aym09,2026-01-13,NA,acm2023lyrasis
Gardner-Webb University,https://ror.org/02gj0v433,2026-02-05,NA,acm2023lyrasis
Georgia Gwinnett College,https://ror.org/05vkmhj10,2026-01-13,NA,acm2023lyrasis
Georgia Southern University,https://ror.org/04agmb972,2026-02-05,NA,acm2023lyrasis
Grinnell College,https://ror.org/04tmmky42,2026-01-13,NA,acm2023lyrasis
Grove City College,https://ror.org/01755xe07,2026-02-05,NA,acm2023lyrasis
Hamilton College,https://ror.org/05709zb94,2026-01-13,NA,acm2023lyrasis
Hofstra University,https://ror.org/03pm18j10,2026-02-05,NA,acm2023lyrasis
Hood College,https://ror.org/04e6ngf61,2026-01-13,NA,acm2023lyrasis
Howard University,https://ror.org/05gt1vc06,2026-02-05,NA,acm2023lyrasis
Indiana University Kokomo,https://ror.org/04161kh40,2026-01-13,NA,acm2023lyrasis
Indiana University South Bend,https://ror.org/02s1hvj37,2026-02-05,NA,acm2023lyrasis
Iona University,https://ror.org/00m79dm66,2026-01-13,NA,acm2023lyrasis
Iowa State University,https://ror.org/04rswrd78,2026-02-05,NA,acm2023lyrasis
Jacksonville State University,https://ror.org/014wfj781,2026-01-13,NA,acm2023lyrasis
Kutztown University,https://ror.org/056veft20,2026-02-05,NA,acm2023lyrasis
Lafayette College,https://ror.org/036n0x007,2026-01-13,NA,acm2023lyrasis
Le Moyne College,https://ror.org/00q369629,2026-02-05,NA,acm2023lyrasis
Lebanon Valley College,https://ror.org/05py5qd41,2026-01-13,NA,acm2023lyrasis
Long Island University,https://ror.org/0324fzh77,2026-02-05,NA,acm2023lyrasis
Louisiana State University at Baton Rouge,https://ror.org/05yeqft47,2026-01-13,NA,acm2023lyrasis
Loyola University Maryland - Notre Dame Library,https://ror.org/01by1wp65,2026-02-05,NA,acm2023lyrasis
Lycoming College,https://ror.org/01rsgws32,2026-01-13,NA,acm2023lyrasis
Marist University,https://ror.org/04wx3x242,2026-02-05,NA,acm2023lyrasis
Mercer University,https://ror.org/04bk7v425,2026-01-13,NA,acm2023lyrasis
Mercy College,https://ror.org/019pkg396,2026-02-05,NA,acm2023lyrasis
Merrimack College,https://ror.org/00bqy3h17,2026-01-13,NA,acm2023lyrasis
Middle Georgia State University,https://ror.org/01cwqb692,2026-02-05,NA,acm2023lyrasis
Middle Tennessee State University,https://ror.org/02n1hzn07,2026-01-13,NA,acm2023lyrasis
Millersville University,https://ror.org/02x2aj034,2026-02-05,NA,acm2023lyrasis
Mississippi Valley State University,https://ror.org/00rz5xc38,2026-01-13,NA,acm2023lyrasis
Montclair State University,https://ror.org/01nxc2t48,2026-02-05,NA,acm2023lyrasis
Morgan State University,https://ror.org/017d8gk22,2026-01-13,NA,acm2023lyrasis
Mount Holyoke College,https://ror.org/031z8pr38,2026-02-05,NA,acm2023lyrasis
Mount St. Mary's University,https://ror.org/02nmv9618,2026-01-13,NA,acm2023lyrasis
National University,https://ror.org/01zjrck77,2026-02-05,NA,acm2023lyrasis
New England College,https://ror.org/059aewc73,2026-01-13,NA,acm2023lyrasis
New York Institute of Technology,https://ror.org/01bghzb51,2026-02-05,NA,acm2023lyrasis
North Carolina A and T State University,https://ror.org/02aze4h65,2026-01-13,NA,acm2023lyrasis
Notre Dame of Maryland University,https://ror.org/00dncgb07,2026-02-05,NA,acm2023lyrasis
Nova Southeastern University,https://ror.org/042bbge36,2026-01-13,NA,acm2023lyrasis
Olin College,https://ror.org/000zamq06,2026-02-05,NA,acm2023lyrasis
Pace University,https://ror.org/047p7y759,2026-01-13,NA,acm2023lyrasis
Pennsylvania College of Technology,https://ror.org/03m7qwy32,2026-02-05,NA,acm2023lyrasis
Phillips Exeter Academy,https://ror.org/03cde6p20,2026-01-13,NA,acm2023lyrasis
Pratt Institute,https://ror.org/007m3p006,2026-02-05,NA,acm2023lyrasis
Quinnipiac University,https://ror.org/00mpz5a50,2026-01-13,NA,acm2023lyrasis
Rhodes College,https://ror.org/049xfwy04,2026-02-05,NA,acm2023lyrasis
Rider University,https://ror.org/01dgn5344,2026-01-13,NA,acm2023lyrasis
Rivier University,https://ror.org/02s3pgd18,2026-02-05,NA,acm2023lyrasis
Robert Morris University,https://ror.org/03r24vd05,2026-01-13,NA,acm2023lyrasis
Rochester Institute of Technology,https://ror.org/00v4yb702,2026-02-05,NA,acm2023lyrasis
Rollins College,https://ror.org/009vh5d61,2026-01-13,NA,acm2023lyrasis
Rose-Hulman Institute of Technology,https://ror.org/00mp6e841,2026-02-05,NA,acm2023lyrasis
Sacred Heart University,https://ror.org/0085j8z36,2026-01-13,NA,acm2023lyrasis
Saint Anselm College,https://ror.org/04eybkn52,2026-02-05,NA,acm2023lyrasis
Saint Joseph's University,https://ror.org/05q87sg56,2026-01-13,NA,acm2023lyrasis
Salem State University,https://ror.org/023qmza96,2026-02-05,NA,acm2023lyrasis
Savannah College of Art and Design,https://ror.org/04yhjzf92,2026-01-13,NA,acm2023lyrasis
Shippensburg University of Pennsylvania,https://ror.org/048arep70,2026-02-05,NA,acm2023lyrasis
Simmons University,https://ror.org/04mbfgm16,2026-01-13,NA,acm2023lyrasis
Smith College,https://ror.org/0497crr92,2026-02-05,NA,acm2023lyrasis
Southeastern Louisiana University,https://ror.org/0531xck41,2026-01-13,NA,acm2023lyrasis
Southern Connecticut State University,https://ror.org/00ramkd50,2026-02-05,NA,acm2023lyrasis
Southern New Hampshire University,https://ror.org/04t718460,2026-01-13,NA,acm2023lyrasis
St. John's University,https://ror.org/00bgtad15,2026-02-05,NA,acm2023lyrasis
