inst_name,ror_id,inst_first_seen,inst_last_seen,esac_id
"Université Evangélique de la Mission en Afrique, Butembo (UEMA)",NA,2023-01-18,NA,compbio2021eifl
Université Evangélique en Afrique (UEA),https://ror.org/0306pcd50,2023-01-18,NA,compbio2021eifl
"Université Libre des Pays des Grands Lacs, Butembo (ULPGL)",https://ror.org/04700yz30,2023-01-18,NA,compbio2021eifl
"Université Libre des Pays des Grands Lacs, Goma (ULPGL)",https://ror.org/04700yz30,2023-01-18,NA,compbio2021eifl
Université Shalom de Bunia (USB),https://ror.org/0346q5236,2023-01-18,NA,compbio2021eifl
Development Research Institute (EDRI),https://ror.org/00anh1e03,2023-01-18,NA,compbio2021eifl
Abyssinia College,NA,2023-01-18,NA,compbio2021eifl
Adago College,NA,2023-01-18,NA,compbio2021eifl
Adama General Hospital college,NA,2023-01-18,NA,compbio2021eifl
Adama Science and Technology University,https://ror.org/02ccba128,2023-01-18,NA,compbio2021eifl
Addis Ababa Medical & Business College,NA,2023-01-18,NA,compbio2021eifl
Addis Ababa Science and Technology University,https://ror.org/02psd9228,2023-01-18,NA,compbio2021eifl
Addis Ababa University,https://ror.org/038b8e254,2023-01-18,NA,compbio2021eifl
Addis College,NA,2023-01-18,NA,compbio2021eifl
Adigrat University,https://ror.org/0034mdn74,2023-01-18,NA,compbio2021eifl
Admas University,https://ror.org/0207c0t18,2023-01-18,NA,compbio2021eifl
Africa Beza College,NA,2023-01-18,NA,compbio2021eifl
Africa Medical College,NA,2023-01-18,NA,compbio2021eifl
Akmolink College,NA,2023-01-18,NA,compbio2021eifl
Aksum University,https://ror.org/003659f07,2023-01-18,NA,compbio2021eifl
Alliance College,NA,2023-01-18,NA,compbio2021eifl
Alpha University College,NA,2023-01-18,NA,compbio2021eifl
Ambo University,https://ror.org/02e6z0y17,2023-01-18,NA,compbio2021eifl
ArbaMinch college of health science,NA,2023-01-18,NA,compbio2021eifl
Areba Minche University,https://ror.org/00ssp9h11,2023-01-18,NA,compbio2021eifl
Arsi University,NA,2023-01-18,NA,compbio2021eifl
Assosa University,NA,2023-01-18,NA,compbio2021eifl
Atlas Business &Techno college,NA,2023-01-18,NA,compbio2021eifl
Atomic Technology College,NA,2023-01-18,NA,compbio2021eifl
Ayer Tena Medical & Business College,NA,2023-01-18,NA,compbio2021eifl
Bahir dar University,https://ror.org/01670bg46,2023-01-18,NA,compbio2021eifl
Bebirhian College -Injibara,NA,2023-01-18,NA,compbio2021eifl
Beles Paradase College,NA,2023-01-18,NA,compbio2021eifl
Birana College,NA,2023-01-18,NA,compbio2021eifl
Birhan Higher Education College,NA,2023-01-18,NA,compbio2021eifl
BITS Education and Consultancy,NA,2023-01-18,NA,compbio2021eifl
Bright College,NA,2023-01-18,NA,compbio2021eifl
BST College,NA,2023-01-18,NA,compbio2021eifl
Bule Hora University,https://ror.org/038n8fg68,2023-01-18,NA,compbio2021eifl
CPU College,NA,2023-01-18,NA,compbio2021eifl
Dagmawi Minilik Healh Science College,NA,2023-01-18,NA,compbio2021eifl
Damat Hotel & Business College,NA,2023-01-18,NA,compbio2021eifl
Damota Techno & Business College,NA,2023-01-18,NA,compbio2021eifl
DandiBoru College,NA,2023-01-18,NA,compbio2021eifl
Debark University,https://ror.org/034yc4v31,2023-01-18,NA,compbio2021eifl
Debere Birehan University,https://ror.org/04e72vw61,2023-01-18,NA,compbio2021eifl
Debre Markos University,https://ror.org/04sbsx707,2023-01-18,NA,compbio2021eifl
Debre Tabor University,https://ror.org/02bzfxf13,2023-01-18,NA,compbio2021eifl
Deeam Science & Tech College,NA,2023-01-18,NA,compbio2021eifl
Defence university,NA,2023-01-18,NA,compbio2021eifl
Dila University,https://ror.org/04ahz4692,2023-01-18,NA,compbio2021eifl
Dima Technology College,NA,2023-01-18,NA,compbio2021eifl
Dire Dawa University,https://ror.org/01wfzer83,2023-01-18,NA,compbio2021eifl
East Africa College,NA,2023-01-18,NA,compbio2021eifl
Edvac College,NA,2023-01-18,NA,compbio2021eifl
Enat College,NA,2023-01-18,NA,compbio2021eifl
Injibara University,NA,2023-01-18,NA,compbio2021eifl
Ethio Lens College,NA,2023-01-18,NA,compbio2021eifl
Ethio Rise College,NA,2023-01-18,NA,compbio2021eifl
Ethio Smart College,NA,2023-01-18,NA,compbio2021eifl
Ethio Star College,NA,2023-01-18,NA,compbio2021eifl
Ethiopian Biotechnology Institute,NA,2023-01-18,NA,compbio2021eifl
Ethiopian Civil Service University,https://ror.org/00409ce90,2023-01-18,NA,compbio2021eifl
Ethiopian Management Institute,NA,2023-01-18,NA,compbio2021eifl
Ethiopian Public Health Institute,https://ror.org/00xytbp33,2023-01-18,NA,compbio2021eifl
Falcon College,NA,2023-01-18,NA,compbio2021eifl
Fura College -almura Camp,NA,2023-01-18,NA,compbio2021eifl
GABST College,NA,2023-01-18,NA,compbio2021eifl
Gage College,NA,2023-01-18,NA,compbio2021eifl
Gambella University,NA,2023-01-18,NA,compbio2021eifl
Gamby College of Medical Science,NA,2023-01-18,NA,compbio2021eifl
Genfel College,NA,2023-01-18,NA,compbio2021eifl
Gish Abay College,NA,2023-01-18,NA,compbio2021eifl
Gloal Service College,NA,2023-01-18,NA,compbio2021eifl
Global Bridge College,NA,2023-01-18,NA,compbio2021eifl
Golden State College of bus& Techno.,NA,2023-01-18,NA,compbio2021eifl
Grand Higher Education Services PLC,NA,2023-01-18,NA,compbio2021eifl
Grand lit College,NA,2023-01-18,NA,compbio2021eifl
Great land College,NA,2023-01-18,NA,compbio2021eifl
Green Land College,NA,2023-01-18,NA,compbio2021eifl
Green Research & Development Institute (GRDI),NA,2023-01-18,NA,compbio2021eifl
GT College,NA,2023-01-18,NA,compbio2021eifl
Hamelin College of Midwives,NA,2023-01-18,NA,compbio2021eifl
Haramaya University,https://ror.org/059yk7s89,2023-01-18,NA,compbio2021eifl
Harambee University College,NA,2023-01-18,NA,compbio2021eifl
HAWASSA UNIVERSITY,https://ror.org/04r15fz20,2023-01-18,NA,compbio2021eifl
HebreBher College,NA,2023-01-18,NA,compbio2021eifl
Highland College,NA,2023-01-18,NA,compbio2021eifl
Hope College of Business &Technology,NA,2023-01-18,NA,compbio2021eifl
IBEX College,NA,2023-01-18,NA,compbio2021eifl
Ifnana College,NA,2023-01-18,NA,compbio2021eifl
Infolink College,NA,2023-01-18,NA,compbio2021eifl
Information Networking Security Agency,NA,2023-01-18,NA,compbio2021eifl
IQ College,NA,2023-01-18,NA,compbio2021eifl
Jigdan College,NA,2023-01-18,NA,compbio2021eifl
Jigjiga University,https://ror.org/033v2cg93,2023-01-18,NA,compbio2021eifl
Jimma University,https://ror.org/05eer8g02,2023-01-18,NA,compbio2021eifl
Jinka University,NA,2023-01-18,NA,compbio2021eifl
KB International Business &Tech Co,NA,2023-01-18,NA,compbio2021eifl
Kebrdi Dehar University,https://ror.org/00r6xxj20,2023-01-18,NA,compbio2021eifl
Kotebe Metropolitan University,https://ror.org/01n8adr31,2023-01-18,NA,compbio2021eifl
Kushland College,NA,2023-01-18,NA,compbio2021eifl
Ledeg Midwifery College,NA,2023-01-18,NA,compbio2021eifl
Life Map H Learning,NA,2023-01-18,NA,compbio2021eifl
Lucy College,NA,2023-01-18,NA,compbio2021eifl
Lucy Consulting Engeeners,NA,2023-01-18,NA,compbio2021eifl
Lunar International College,NA,2023-01-18,NA,compbio2021eifl
Madda Walabu University,NA,2023-01-18,NA,compbio2021eifl
Mekdela Amba University,NA,2023-01-18,NA,compbio2021eifl
Mekelle University,https://ror.org/04bpyvy69,2023-01-18,NA,compbio2021eifl
Merry Land International College,NA,2023-01-18,NA,compbio2021eifl
Metal Industry Development Institute,NA,2023-01-18,NA,compbio2021eifl
Mattu University,https://ror.org/01gcmye25,2023-01-18,NA,compbio2021eifl
Micro Link Information Technology College,NA,2023-01-18,NA,compbio2021eifl
Millennium College of Medicine,NA,2023-01-18,NA,compbio2021eifl
MisrakeGhion College,NA,2023-01-18,NA,compbio2021eifl
Mizan Tepi University,https://ror.org/03bs4te22,2023-01-18,NA,compbio2021eifl
Nasa College,NA,2023-01-18,NA,compbio2021eifl
National Aviation College,NA,2023-01-18,NA,compbio2021eifl
National Education College,NA,2023-01-18,NA,compbio2021eifl
Networke College,NA,2023-01-18,NA,compbio2021eifl
New Abyssinia College,NA,2023-01-18,NA,compbio2021eifl
New Generation University college,https://ror.org/015aem925,2023-01-18,NA,compbio2021eifl
New Global Vision College,NA,2023-01-18,NA,compbio2021eifl
New Life College,NA,2023-01-18,NA,compbio2021eifl
Noble International College,NA,2023-01-18,NA,compbio2021eifl
Oda Bulti University,NA,2023-01-18,NA,compbio2021eifl
Oxfo Business & Technology College,NA,2023-01-18,NA,compbio2021eifl
Paradise Valley College,NA,2023-01-18,NA,compbio2021eifl
Paramed College /Arbaminch/,NA,2023-01-18,NA,compbio2021eifl
PBTAfrica College,NA,2023-01-18,NA,compbio2021eifl
PESC Information Systems College,NA,2023-01-18,NA,compbio2021eifl
Pharma College,NA,2023-01-18,NA,compbio2021eifl
Premium Quality Education,NA,2023-01-18,NA,compbio2021eifl
Pretor Business College,NA,2023-01-18,NA,compbio2021eifl
Queens College,NA,2023-01-18,NA,compbio2021eifl
RADA College,NA,2023-01-18,NA,compbio2021eifl
Rift Valley University,https://ror.org/00kga6267,2023-01-18,NA,compbio2021eifl
Royal College,NA,2023-01-18,NA,compbio2021eifl
Santé Medical College,NA,2023-01-18,NA,compbio2021eifl
SATA Techno & Business College,NA,2023-01-18,NA,compbio2021eifl
Sebastopol College,NA,2023-01-18,NA,compbio2021eifl
Select Business& Techno College,NA,2023-01-18,NA,compbio2021eifl
Samara University,https://ror.org/013fn6665,2023-01-18,NA,compbio2021eifl
Shalom college,NA,2023-01-18,NA,compbio2021eifl
Sheger College,NA,2023-01-18,NA,compbio2021eifl
Sifan College,NA,2023-01-18,NA,compbio2021eifl
Silcon Valley college,NA,2023-01-18,NA,compbio2021eifl
Siti Medical &Business college,NA,2023-01-18,NA,compbio2021eifl
Smart Education Develoment college,NA,2023-01-18,NA,compbio2021eifl
Soddo Christian Hospital,NA,2023-01-18,NA,compbio2021eifl
SOLOODA Health & Technology Co,NA,2023-01-18,NA,compbio2021eifl
Source College,NA,2023-01-18,NA,compbio2021eifl
SRI SAI College,NA,2023-01-18,NA,compbio2021eifl
St Peter Medical College,NA,2023-01-18,NA,compbio2021eifl
St. Paul's Hospital Millennium Medical College,https://ror.org/04ax47y98,2023-01-18,NA,compbio2021eifl
Summit College,NA,2023-01-18,NA,compbio2021eifl
Sun Dearo College,NA,2023-01-18,NA,compbio2021eifl
Techno Link College,NA,2023-01-18,NA,compbio2021eifl
Top College,NA,2023-01-18,NA,compbio2021eifl
Tossa College of Economic Development,NA,2023-01-18,NA,compbio2021eifl
Tropical College of Medicine,NA,2023-01-18,NA,compbio2021eifl
Unique Star College,NA,2023-01-18,NA,compbio2021eifl
Unity University,https://ror.org/05jnrzf43,2023-01-18,NA,compbio2021eifl
Universal Medical Coll,NA,2023-01-18,NA,compbio2021eifl
University of Gonder,https://ror.org/0595gz585,2023-01-18,NA,compbio2021eifl
US College,NA,2023-01-18,NA,compbio2021eifl
Wachamo University,NA,2023-01-18,NA,compbio2021eifl
Wolaita Sodo University,https://ror.org/0106a2j17,2023-01-18,NA,compbio2021eifl
Wollega University,https://ror.org/00316zc91,2023-01-18,NA,compbio2021eifl
Wollo University,https://ror.org/01ktt8y73,2023-01-18,NA,compbio2021eifl
Woldia University,https://ror.org/05a7f9k79,2023-01-18,NA,compbio2021eifl
Wolkite University,https://ror.org/009msm672,2023-01-18,NA,compbio2021eifl
World Bright Coll,NA,2023-01-18,NA,compbio2021eifl
Yanet Medical College,https://ror.org/023tqc074,2023-01-18,NA,compbio2021eifl
Yardistic International College,NA,2023-01-18,NA,compbio2021eifl
Yom Institute of Economic Dev.(YIED),NA,2023-01-18,NA,compbio2021eifl
Zed Value College,NA,2023-01-18,NA,compbio2021eifl
Zemen Post G college,NA,2023-01-18,NA,compbio2021eifl
Zion College of Technology,NA,2023-01-18,NA,compbio2021eifl
Fiji Library Association,NA,2023-01-18,NA,compbio2021eifl
Fiji National University,https://ror.org/00qk2nf71,2023-01-18,NA,compbio2021eifl
Fiji Times,NA,2023-01-18,NA,compbio2021eifl
Forum Secretariat,NA,2023-01-18,NA,compbio2021eifl
National Library Services,NA,2023-01-18,NA,compbio2021eifl
Pacific Theological College,NA,2023-01-18,NA,compbio2021eifl
Reserve bank of Fiji,NA,2023-01-18,NA,compbio2021eifl
Secretariat of the South Pacific,NA,2023-01-18,NA,compbio2021eifl
University of Fiji,https://ror.org/0008bt423,2023-01-18,NA,compbio2021eifl
University of the South Pacific,https://ror.org/008stv805,2023-01-18,NA,compbio2021eifl
Akaki Tsereteli State University,https://ror.org/05986n320,2023-01-18,NA,compbio2021eifl
Batumi Navigation Teaching University,https://ror.org/03xj6g968,2023-01-18,NA,compbio2021eifl
Batumi Shota Rustaveli State University,https://ror.org/0212gyx73,2023-01-18,NA,compbio2021eifl
Batumi State Maritime Academy,https://ror.org/03bqf3w07,2023-01-18,NA,compbio2021eifl
Business and Technology University,NA,2023-01-18,NA,compbio2021eifl
Caucasus International University,https://ror.org/00atp1s12,2023-01-18,NA,compbio2021eifl
Caucasus University,https://ror.org/02tc4et63,2023-01-18,NA,compbio2021eifl
David Agmashenebeli University of Georgia,https://ror.org/03xpxn276,2023-01-18,NA,compbio2021eifl
David Tvildiani Medical University,https://ror.org/04w893s72,2023-01-18,NA,compbio2021eifl
East European University,NA,2023-01-18,NA,compbio2021eifl
European University,NA,2023-01-18,NA,compbio2021eifl
Free Academy of Tbilisi,https://ror.org/05rr3y439,2023-01-18,NA,compbio2021eifl
Georgian American University (GAU),https://ror.org/04qb0r423,2023-01-18,NA,compbio2021eifl
Georgian Patriarchate Saint Tbel Abuserisdze Teaching University,NA,2023-01-18,NA,compbio2021eifl
Georgian state teaching university of physical education and sport education and sport,NA,2023-01-18,NA,compbio2021eifl
Georgian Technical University,https://ror.org/00aamz256,2023-01-18,NA,compbio2021eifl
Gori State Teaching University,https://ror.org/02ztfnz06,2023-01-18,NA,compbio2021eifl
Guram Tavartkiladze Tbilisi Teaching University,https://ror.org/014bk4g26,2023-01-18,NA,compbio2021eifl
Iakob Gogebashvili Telavi State University,https://ror.org/00ggmmz77,2023-01-18,NA,compbio2021eifl
Ilia State University,https://ror.org/051qn8h41,2023-01-18,NA,compbio2021eifl
International Black Sea University,https://ror.org/053fxhf38,2023-01-18,NA,compbio2021eifl
LTD East-West Teaching University,NA,2023-01-18,NA,compbio2021eifl
Kutaisi University,https://ror.org/017fspt77,2023-01-18,NA,compbio2021eifl
National University of Georgia (SEU),https://ror.org/02bjhwk41,2023-01-18,NA,compbio2021eifl
New Higher Education Institute,NA,2023-01-18,NA,compbio2021eifl
New Vision University (NVU),NA,2023-01-18,NA,compbio2021eifl
Patriarchate of Georgia Saint King Tamar University,NA,2023-01-18,NA,compbio2021eifl
Petre Shotadze Tbilisi Medical Academy,https://ror.org/032pgwm02,2023-01-18,NA,compbio2021eifl
Samtskhe-Javakheti State Teaching University,https://ror.org/03ne5hn26,2023-01-18,NA,compbio2021eifl
Shota Meskhia Zugdidi State Teaching University,https://ror.org/0083yee78,2023-01-18,NA,compbio2021eifl
Shota Rustaveli theatre and Film Georgia State University,https://ror.org/04cymw545,2023-01-18,NA,compbio2021eifl
St. Andrews Patriarchate Georgian University,https://ror.org/003ag3w45,2023-01-18,NA,compbio2021eifl
Sulkhan-Saba Orbeliani University,https://ror.org/01pnsd879,2023-01-18,NA,compbio2021eifl
Tbilisi Humanitarian Teaching University,https://ror.org/00ebk5277,2023-01-18,NA,compbio2021eifl
Tbilisi State Academy of Arts,https://ror.org/009erme80,2023-01-18,NA,compbio2021eifl
TSU National Scientific Library,NA,2023-01-18,NA,compbio2021eifl
Accra Technical University,https://ror.org/016j6rk60,2023-01-18,NA,compbio2021eifl
African University College of Communications,https://ror.org/04aenby30,2023-01-18,NA,compbio2021eifl
Akrofi Christaller Institute,https://ror.org/03c31cf61,2023-01-18,NA,compbio2021eifl
All Nations University,https://ror.org/00cdwva22,2023-01-18,NA,compbio2021eifl
Ashesi University,https://ror.org/028kehd60,2023-01-18,NA,compbio2021eifl
Bank of Ghana Library,NA,2023-01-18,NA,compbio2021eifl
Cape Coast Technical University,https://ror.org/002mzw222,2023-01-18,NA,compbio2021eifl
Catholic University College of Ghana,https://ror.org/0502vxg14,2023-01-18,NA,compbio2021eifl
Central University College,https://ror.org/037732v94,2023-01-18,NA,compbio2021eifl
Christian Service University College,https://ror.org/05r8bzv42,2023-01-18,NA,compbio2021eifl
Data Link Institute,https://ror.org/05svjc560,2023-01-18,NA,compbio2021eifl
ECG Training Centre Library,NA,2023-01-18,NA,compbio2021eifl
Entrance University College of Health Sciences,NA,2023-01-18,NA,compbio2021eifl
Garden City University College,https://ror.org/05s76vp15,2023-01-18,NA,compbio2021eifl
Ghana Armed Forces Command & Staff College,https://ror.org/0437cyz88,2023-01-18,NA,compbio2021eifl
Ghana Communication Technology University,NA,2023-01-18,NA,compbio2021eifl
Ghana Institute of Journalism,https://ror.org/03f6z9r32,2023-01-18,NA,compbio2021eifl
Ghana Institute of Management & Public Administration,https://ror.org/04yexcn51,2023-01-18,NA,compbio2021eifl
GRIDCo,NA,2023-01-18,NA,compbio2021eifl
Heritage Christian College,https://ror.org/035vjkd03,2023-01-18,NA,compbio2021eifl
Ho Technical University,https://ror.org/00j7bab93,2023-01-18,NA,compbio2021eifl
Institute for Scientific & Technological Information,https://ror.org/011kpjv07,2023-01-18,NA,compbio2021eifl
Kofi Annan International Peacekeeping & Training Centre,https://ror.org/05ax1zq53,2023-01-18,NA,compbio2021eifl
Koforidua Technical University,https://ror.org/05vexvt14,2023-01-18,NA,compbio2021eifl
Kumasi Technical Universtiy,https://ror.org/00qgpp207,2023-01-18,NA,compbio2021eifl
Kwame Nkrumah University of Science & Technology,https://ror.org/00cb23x68,2023-01-18,NA,compbio2021eifl
Methodist University College Ghana,https://ror.org/05a9sj961,2023-01-18,NA,compbio2021eifl
Nduom School of Business & Technology,NA,2023-01-18,NA,compbio2021eifl
Pentecost University,https://ror.org/04160ha27,2023-01-18,NA,compbio2021eifl
Presbyterian University College,https://ror.org/02369cb65,2023-01-18,NA,compbio2021eifl
"Psychiatric Nurses Training College, Ankaful",https://ror.org/02mabj369,2023-01-18,NA,compbio2021eifl
Regional Maritime University,https://ror.org/03791dn70,2023-01-18,NA,compbio2021eifl
SS Peter and Paul Pastoral and Social Institute,NA,2023-01-18,NA,compbio2021eifl
Sunyani Technical University,https://ror.org/05sc3yb31,2023-01-18,NA,compbio2021eifl
UCOMS,https://ror.org/01jthvx19,2023-01-18,NA,compbio2021eifl
University for Development Studies,https://ror.org/052nhnq73,2023-01-18,NA,compbio2021eifl
University for Professional Studies Accra,https://ror.org/01w05wy86,2023-01-18,NA,compbio2021eifl
University of Cape Coast,https://ror.org/0492nfe34,2023-01-18,NA,compbio2021eifl
University of Education Winneba,https://ror.org/00y1ekh28,2023-01-18,NA,compbio2021eifl
University of Energy and Natural Resources,https://ror.org/05r9rzb75,2023-01-18,NA,compbio2021eifl
University of Ghana,https://ror.org/01r22mr83,2023-01-18,NA,compbio2021eifl
University of Mines & Technology,https://ror.org/00br9cf93,2023-01-18,NA,compbio2021eifl
Valley View University,https://ror.org/04daenq52,2023-01-18,NA,compbio2021eifl
Volta River Authority,NA,2023-01-18,NA,compbio2021eifl
Wisconsin International University College,https://ror.org/03xe86v46,2023-01-18,NA,compbio2021eifl
Biblio Chaire Unesco-ufr Llc,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Centrale,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Ex-flash,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Ila,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Inp Sud,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Inphb Centre,https://ror.org/03f915n15,2023-01-18,NA,compbio2021eifl
Bibliotheque Inphb Nord,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Numerique,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Odonto-st,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Ufr Criminologie,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Ufr Math-info,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Ufr Sciences Medicales,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Ufr Seg,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Ufr Sjap,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Ufr Ssmt,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Ufr Strm,NA,2023-01-18,NA,compbio2021eifl
Bibliotheque Virtuelle Esrs,NA,2023-01-18,NA,compbio2021eifl
Polyteque Ufr Comminication Et Arts,NA,2023-01-18,NA,compbio2021eifl
Service Doc Et Information,NA,2023-01-18,NA,compbio2021eifl
University of Embu,https://ror.org/00hzs6t60,2023-01-18,NA,compbio2021eifl
Adventist University of Africa,https://ror.org/01b7tbs82,2023-01-18,NA,compbio2021eifl
Africa International University (AIU),https://ror.org/023fkcg80,2023-01-18,NA,compbio2021eifl
Africa Nazarene University,https://ror.org/05twfp995,2023-01-18,NA,compbio2021eifl
African Economic Research Consortium,https://ror.org/05fxg9b69,2023-01-18,NA,compbio2021eifl
