journal_name,issn_print,issn_online,first_seen,last_seen,esac_id
ACM Transactions on Reconfigurable Technology and Systems,NA,1936-7414,2026-01-09,NA,acm2025eifl
ACM Transactions on Sensor Networks,NA,1550-4867,2026-01-09,NA,acm2025eifl
ACM Transactions on Social Computing,NA,2469-7826,2026-01-09,NA,acm2025eifl
ACM Transactions on Software Engineering and Methodology,NA,1557-7392,2026-01-09,NA,acm2025eifl
ACM Transactions on Spatial Algorithms and Systems,NA,2374-0361,2026-01-09,NA,acm2025eifl
ACM Transactions on Storage,NA,1553-3093,2026-01-09,NA,acm2025eifl
ACM Transactions on the Web,NA,1559-114X,2026-01-09,NA,acm2025eifl
Communications of the ACM,NA,1557-7317,2026-01-09,NA,acm2025eifl
Digital Government: Research and Practice,NA,2639-0175,2026-01-09,NA,acm2025eifl
Digital Threats: Research and Practice,NA,2576-5337,2026-01-09,NA,acm2025eifl
Distributed Ledger Technologies: Research and Practice,NA,2769-6480,2026-01-09,NA,acm2025eifl
eLearn,NA,1535-394X,2026-01-09,NA,acm2025eifl
Formal Aspects of Computing,NA,1433-299X,2026-01-09,NA,acm2025eifl
Games: Research and Practice,NA,2832-5516,2026-01-09,NA,acm2025eifl
Interactions,NA,1558-3449,2026-01-09,NA,acm2025eifl
Journal of Data and Information Quality,NA,1936-1963,2026-01-09,NA,acm2025eifl
Journal of the ACM,NA,1557-735X,2026-01-09,NA,acm2025eifl
Journal on Computing and Cultural Heritage,NA,1556-4711,2026-01-09,NA,acm2025eifl
Proceedings of the ACM on Computer Graphics and Interactive Techniques,NA,2577-6193,2026-01-09,NA,acm2025eifl
Proceedings of the ACM on Human-Computer Interaction,NA,2573-0142,2026-01-09,NA,acm2025eifl
"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",NA,2474-9567,2026-01-09,NA,acm2025eifl
Proceedings of the ACM on Management of Data,NA,2836-6573,2026-01-09,NA,acm2025eifl
Proceedings of the ACM on Measurement and Analysis of Computing Systems,NA,2476-1249,2026-01-09,NA,acm2025eifl
Proceedings of the ACM on Networking,NA,2834-5509,2026-01-09,NA,acm2025eifl
Proceedings of the ACM on Programming Languages,NA,2475-1421,2026-01-09,NA,acm2025eifl
Proceedings of the ACM on Software Engineering,NA,2994-970X,2026-01-09,NA,acm2025eifl
Queue,NA,1542-7749,2026-01-09,NA,acm2025eifl
Ubiquity,NA,1530-2180,2026-01-09,NA,acm2025eifl
"XRDS: Crossroads, The ACM Magazine for Students",NA,1528-4980,2026-01-09,NA,acm2025eifl
European Respiratory Journal,NA,1399-3003,2026-01-09,NA,ers2024eifl
ERJ Open Research,NA,2312-0541,2026-01-09,NA,ers2024eifl
European Respiratory Review,NA,1600-0617,2026-01-09,NA,ers2024eifl
Acta Neuropsychiatrica,NA,1601-5215,2025-10-29,NA,cam2025gac
Acta Numerica,NA,1474-0508,2025-10-29,NA,cam2025gac
Advances in Applied Probability,NA,1475-6064,2025-10-29,NA,cam2025gac
Advances in Archaeological Practice,NA,2326-3768,2025-10-29,NA,cam2025gac
Africa,NA,1750-0184,2025-10-29,NA,cam2025gac
Africa Bibliography,NA,1757-1642,2025-10-29,NA,cam2025gac
"Africa Bibliography, Research and Documentation",NA,2752-6402,2025-10-29,NA,cam2025gac
African Studies Review,NA,1555-2462,2025-10-29,NA,cam2025gac
Ageing & Society,NA,1469-1779,2025-10-29,NA,cam2025gac
Agricultural and Resource Economics Review,NA,2372-2614,2025-10-29,NA,cam2025gac
AI EDAM,NA,1469-1760,2025-10-29,NA,cam2025gac
AJIL Unbound,NA,2398-7723,2025-10-29,NA,cam2025gac
American Antiquity,NA,2325-5064,2025-10-29,NA,cam2025gac
American Journal of International Law,NA,2161-7953,2025-10-29,NA,cam2025gac
American Journal of Law & Medicine,NA,2375-835X,2025-10-29,NA,cam2025gac
American Political Science Review,NA,1537-5943,2025-10-29,NA,cam2025gac
Anatolian Studies,NA,2048-0849,2025-10-29,NA,cam2025gac
Ancient Mesoamerica,NA,1469-1787,2025-10-29,NA,cam2025gac
Animal Health Research Reviews,NA,1475-2654,2025-10-29,NA,cam2025gac
Animal Nutriomics,NA,2977-3784,2025-10-29,NA,cam2025gac
Animal Welfare,NA,2054-1538,2025-10-29,NA,cam2025gac
"Annales. Histoire, Sciences Sociales",NA,1953-8146,2025-10-29,NA,cam2025gac
"Annales. Histoire, Sciences Sociales: English Edition",NA,2268-3763,2025-10-29,NA,cam2025gac
Annals of Actuarial Science,NA,1748-5002,2025-10-29,NA,cam2025gac
Annals of Glaciology,NA,1727-5644,2025-10-29,NA,cam2025gac
Annual of the British School at Athens,NA,2045-2403,2025-10-29,NA,cam2025gac
Annual Review of Applied Linguistics,NA,1471-6356,2025-10-29,NA,cam2025gac
Antarctic Science,NA,1365-2079,2025-10-29,NA,cam2025gac
Antichthon,NA,2056-8819,2025-10-29,NA,cam2025gac
Antimicrobial Stewardship & Healthcare Epidemiology,NA,2732-494X,2025-10-29,NA,cam2025gac
Antiquity,NA,1745-1744,2025-10-29,NA,cam2025gac
Applied Psycholinguistics,NA,1469-1817,2025-10-29,NA,cam2025gac
Arabic Sciences and Philosophy,NA,1474-0524,2025-10-29,NA,cam2025gac
Archaeological Dialogues,NA,1478-2294,2025-10-29,NA,cam2025gac
Archaeological Reports,NA,2041-4102,2025-10-29,NA,cam2025gac
Architectural History,NA,2059-5670,2025-10-29,NA,cam2025gac
arq: Architectural Research Quarterly,NA,1474-0516,2025-10-29,NA,cam2025gac
Art Libraries Journal,NA,2059-7525,2025-10-29,NA,cam2025gac
Asian Journal of Comparative Law,NA,1932-0205,2025-10-29,NA,cam2025gac
Asian Journal of International Law,NA,2044-2521,2025-10-29,NA,cam2025gac
Asian Journal of Law and Society,NA,2052-9023,2025-10-29,NA,cam2025gac
Asia-Pacific Journal,NA,1557-4660,2025-10-29,NA,cam2025gac
ASTIN Bulletin: The Journal of the IAA,NA,1783-1350,2025-10-29,NA,cam2025gac
Australasian Journal of Special and Inclusive Education,NA,2515-074X,2025-10-29,NA,cam2025gac
Australian Journal of Environmental Education,NA,2049-775X,2025-10-29,NA,cam2025gac
Austrian History Yearbook,NA,1558-5255,2025-10-29,NA,cam2025gac
Behavioral and Brain Sciences,NA,1469-1825,2025-10-29,NA,cam2025gac
Behavioural and Cognitive Psychotherapy,NA,1469-1833,2025-10-29,NA,cam2025gac
Behavioural Public Policy,NA,2398-0648,2025-10-29,NA,cam2025gac
Bilingualism: Language and Cognition,NA,1469-1841,2025-10-29,NA,cam2025gac
Bird Conservation International,NA,1474-0001,2025-10-29,NA,cam2025gac
BJHS Themes,NA,2056-354X,2025-10-29,NA,cam2025gac
BJPsych Advances,NA,2056-4686,2025-10-29,NA,cam2025gac
BJPsych Bulletin,NA,2056-4708,2025-10-29,NA,cam2025gac
BJPsych International,NA,2058-6264,2025-10-29,NA,cam2025gac
BJPsych Open,NA,2056-4724,2025-10-29,NA,cam2025gac
Britannia,NA,1753-5352,2025-10-29,NA,cam2025gac
British Actuarial Journal,NA,2044-0456,2025-10-29,NA,cam2025gac
British Catholic History,NA,2055-7981,2025-10-29,NA,cam2025gac
British Journal of Music Education,NA,1469-2104,2025-10-29,NA,cam2025gac
British Journal of Nutrition,NA,1475-2662,2025-10-29,NA,cam2025gac
British Journal of Political Science,NA,1469-2112,2025-10-29,NA,cam2025gac
Bulletin of Entomological Research,NA,1475-2670,2025-10-29,NA,cam2025gac
Bulletin of Symbolic Logic,NA,1943-5894,2025-10-29,NA,cam2025gac
Bulletin of the Australian Mathematical Society,NA,1755-1633,2025-10-29,NA,cam2025gac
Bulletin of the School of Oriental and African Studies,NA,1474-0699,2025-10-29,NA,cam2025gac
Business and Human Rights Journal,NA,2057-0201,2025-10-29,NA,cam2025gac
Business and Politics,NA,1469-3569,2025-10-29,NA,cam2025gac
Business Ethics Quarterly,NA,2153-3326,2025-10-29,NA,cam2025gac
Business History Review,NA,2044-768X,2025-10-29,NA,cam2025gac
Byzantine and Modern Greek Studies,NA,1749-625X,2025-10-29,NA,cam2025gac
Cambridge Archaeological Journal,NA,1474-0540,2025-10-29,NA,cam2025gac
Cambridge Forum on AI: Culture and Society,NA,3033-3725,2025-10-29,NA,cam2025gac
Cambridge Forum on AI: Law and Governance,NA,3033-3733,2025-10-29,NA,cam2025gac
Cambridge Journal of Postcolonial Literary Inquiry,NA,2052-2622,2025-10-29,NA,cam2025gac
Cambridge Opera Journal,NA,1474-0621,2025-10-29,NA,cam2025gac
Cambridge Prisms: Carbon Technologies,NA,2977-0505,2025-10-29,NA,cam2025gac
Cambridge Prisms: Coastal Futures,NA,2754-7205,2025-10-29,NA,cam2025gac
Cambridge Prisms: Drylands,NA,2976-5293,2025-10-29,NA,cam2025gac
Cambridge Prisms: Energy Transitions,NA,3049-4672,2025-10-29,NA,cam2025gac
Cambridge Prisms: Extinction,NA,2755-0958,2025-10-29,NA,cam2025gac
Cambridge Prisms: Global Mental Health,NA,2054-4251,2025-10-29,NA,cam2025gac
Cambridge Prisms: Plastics,NA,2755-094X,2025-10-29,NA,cam2025gac
Cambridge Prisms: Precision Medicine,NA,2752-6143,2025-10-29,NA,cam2025gac
Cambridge Prisms: Water,NA,2755-1776,2025-10-29,NA,cam2025gac
Cambridge Quarterly of Healthcare Ethics,NA,1469-2147,2025-10-29,NA,cam2025gac
Cambridge Yearbook of European Legal Studies,NA,2049-7636,2025-10-29,NA,cam2025gac
Canadian Journal of Law & Jurisprudence,NA,2056-4260,2025-10-29,NA,cam2025gac
Canadian Journal of Law & Society / La Revue Canadienne Droit et Société,NA,1911-0227,2025-10-29,NA,cam2025gac
Canadian Journal of Linguistics/Revue canadienne de linguistique,NA,1710-1115,2025-10-29,NA,cam2025gac
Canadian Journal of Mathematics,NA,1496-4279,2025-10-29,NA,cam2025gac
Canadian Journal of Neurological Sciences,NA,2057-0155,2025-10-29,NA,cam2025gac
Canadian Journal of Philosophy,NA,1911-0820,2025-10-29,NA,cam2025gac
Canadian Journal of Political Science/Revue canadienne de science politique,NA,1744-9324,2025-10-29,NA,cam2025gac
Canadian Journal on Aging / La Revue canadienne du vieillissement,NA,1710-1107,2025-10-29,NA,cam2025gac
Canadian Mathematical Bulletin,NA,1496-4287,2025-10-29,NA,cam2025gac
Canadian Yearbook of International Law / Annuaire canadien de droit international,NA,1925-0169,2025-10-29,NA,cam2025gac
Cardiology in the Young,NA,1467-1107,2025-10-29,NA,cam2025gac
Central European History,NA,1569-1616,2025-10-29,NA,cam2025gac
Church History,NA,1755-2613,2025-10-29,NA,cam2025gac
Clay Minerals,NA,1471-8030,2025-10-29,NA,cam2025gac
Clays and Clay Minerals,NA,1552-8367,2025-10-29,NA,cam2025gac
CNS Spectrums,NA,2165-6509,2025-10-29,NA,cam2025gac
"Combinatorics, Probability and Computing",NA,1469-2163,2025-10-29,NA,cam2025gac
Comparative Studies in Society and History,NA,1475-2999,2025-10-29,NA,cam2025gac
Compositio Mathematica,NA,1570-5846,2025-10-29,NA,cam2025gac
Computational Humanities Research,NA,2977-8158,2025-10-29,NA,cam2025gac
Contemporary European History,NA,1469-2171,2025-10-29,NA,cam2025gac
Continuity and Change,NA,1469-218X,2025-10-29,NA,cam2025gac
Critical Pakistan Studies,NA,2753-2712,2025-10-29,NA,cam2025gac
Dance Research Journal,NA,1940-509X,2025-10-29,NA,cam2025gac
Data & Policy,NA,2632-3249,2025-10-29,NA,cam2025gac
Data-Centric Engineering,NA,2632-6736,2025-10-29,NA,cam2025gac
Design Science,NA,2053-4701,2025-10-29,NA,cam2025gac
Development and Psychopathology,NA,1469-2198,2025-10-29,NA,cam2025gac
Dialogue: Canadian Philosophical Review / Revue canadienne de philosophie,NA,1759-0949,2025-10-29,NA,cam2025gac
Disaster Medicine and Public Health Preparedness,NA,1938-744X,2025-10-29,NA,cam2025gac
Du Bois Review: Social Science Research on Race,NA,1742-0598,2025-10-29,NA,cam2025gac
Early China,NA,2325-2324,2025-10-29,NA,cam2025gac
Early Medieval England and its Neighbours,NA,3033-3679,2025-10-29,NA,cam2025gac
Early Music History,NA,1474-0559,2025-10-29,NA,cam2025gac
Earth and Environmental Science Transactions of The Royal Society of Edinburgh,NA,1755-6929,2025-10-29,NA,cam2025gac
Ecclesiastical Law Journal,NA,1751-8539,2025-10-29,NA,cam2025gac
Econometric Theory,NA,1469-4360,2025-10-29,NA,cam2025gac
Economics & Philosophy,NA,1474-0028,2025-10-29,NA,cam2025gac
Eighteenth-Century Music,NA,1478-5714,2025-10-29,NA,cam2025gac
English Language & Linguistics,NA,1469-4379,2025-10-29,NA,cam2025gac
English Today,NA,1474-0567,2025-10-29,NA,cam2025gac
Enterprise & Society,NA,1467-2235,2025-10-29,NA,cam2025gac
Environment and Development Economics,NA,1469-4395,2025-10-29,NA,cam2025gac
Environmental Conservation,NA,1469-4387,2025-10-29,NA,cam2025gac
Environmental Data Science,NA,2634-4602,2025-10-29,NA,cam2025gac
Epidemiology & Infection,NA,1469-4409,2025-10-29,NA,cam2025gac
Epidemiology and Psychiatric Sciences,NA,2045-7979,2025-10-29,NA,cam2025gac
Episteme,NA,1750-0117,2025-10-29,NA,cam2025gac
Ergodic Theory and Dynamical Systems,NA,1469-4417,2025-10-29,NA,cam2025gac
Ethics & International Affairs,NA,1747-7093,2025-10-29,NA,cam2025gac
European Constitutional Law Review,NA,1744-5515,2025-10-29,NA,cam2025gac
European Journal of Applied Mathematics,NA,1469-4425,2025-10-29,NA,cam2025gac
European Journal of Archaeology,NA,1741-2722,2025-10-29,NA,cam2025gac
European Journal of International Security,NA,2057-5645,2025-10-29,NA,cam2025gac
European Journal of Risk Regulation,NA,2190-8249,2025-10-29,NA,cam2025gac
European Journal of Sociology / Archives Européennes de Sociologie,NA,1474-0583,2025-10-29,NA,cam2025gac
European Law Open,NA,2752-6135,2025-10-29,NA,cam2025gac
European Political Science Review,NA,1755-7747,2025-10-29,NA,cam2025gac
European Psychiatry,NA,1778-3585,2025-10-29,NA,cam2025gac
European Review,NA,1474-0575,2025-10-29,NA,cam2025gac
Evolutionary Human Sciences,NA,2513-843X,2025-10-29,NA,cam2025gac
Experimental Agriculture,NA,1469-4441,2025-10-29,NA,cam2025gac
Experimental Economics,NA,1573-6938,2025-10-29,NA,cam2025gac
Expert Reviews in Molecular Medicine,NA,1462-3994,2025-10-29,NA,cam2025gac
Federal Law Review,NA,1444-6928,2025-10-29,NA,cam2025gac
Finance and Society,NA,2059-5999,2025-10-29,NA,cam2025gac
Financial History Review,NA,1474-0052,2025-10-29,NA,cam2025gac
Flow: Applications of Fluid Mechanics,NA,2633-4259,2025-10-29,NA,cam2025gac
"Forum of Mathematics, Pi",NA,2050-5086,2025-10-29,NA,cam2025gac
"Forum of Mathematics, Sigma",NA,2050-5094,2025-10-29,NA,cam2025gac
Geo-Bio Interfaces,NA,2755-385X,2025-10-29,NA,cam2025gac
Geological Magazine,NA,1469-5081,2025-10-29,NA,cam2025gac
German Law Journal,NA,2071-8322,2025-10-29,NA,cam2025gac
Glasgow Mathematical Journal,NA,1469-509X,2025-10-29,NA,cam2025gac
Global Constitutionalism,NA,2045-3825,2025-10-29,NA,cam2025gac
Global Sustainability,NA,2059-4798,2025-10-29,NA,cam2025gac
Government and Opposition,NA,1477-7053,2025-10-29,NA,cam2025gac
Greece & Rome,NA,1477-4550,2025-10-29,NA,cam2025gac
Gut Microbiome,NA,2632-2897,2025-10-29,NA,cam2025gac
Harvard Theological Review,NA,1475-4517,2025-10-29,NA,cam2025gac
"Health Economics, Policy and Law",NA,1744-134X,2025-10-29,NA,cam2025gac
Hegel Bulletin,NA,2051-5375,2025-10-29,NA,cam2025gac
High Power Laser Science and Engineering,NA,2052-3289,2025-10-29,NA,cam2025gac
History in Africa,NA,1558-2744,2025-10-29,NA,cam2025gac
History of Education Quarterly,NA,1748-5959,2025-10-29,NA,cam2025gac
Horizons,NA,2050-8557,2025-10-29,NA,cam2025gac
Hypatia,NA,1527-2001,2025-10-29,NA,cam2025gac
Industrial and Organizational Psychology,NA,1754-9434,2025-10-29,NA,cam2025gac
Infection Control & Hospital Epidemiology,NA,1559-6834,2025-10-29,NA,cam2025gac
International Journal of Law in Context,NA,1744-5531,2025-10-29,NA,cam2025gac
International & Comparative Law Quarterly,NA,1471-6895,2025-10-29,NA,cam2025gac
International Annals of Criminology,NA,2398-676X,2025-10-29,NA,cam2025gac
International Journal of Asian Studies,NA,1479-5922,2025-10-29,NA,cam2025gac
International Journal of Astrobiology,NA,1475-3006,2025-10-29,NA,cam2025gac
International Journal of Cultural Property,NA,1465-7317,2025-10-29,NA,cam2025gac
International Journal of Legal Information,NA,2331-4117,2025-10-29,NA,cam2025gac
International Journal of Microwave and Wireless Technologies,NA,1759-0795,2025-10-29,NA,cam2025gac
International Journal of Middle East Studies,NA,1471-6380,2025-10-29,NA,cam2025gac
International Journal of Technology Assessment in Health Care,NA,1471-6348,2025-10-29,NA,cam2025gac
International Labor and Working-Class History,NA,1471-6445,2025-10-29,NA,cam2025gac
International Legal Materials,NA,1930-6571,2025-10-29,NA,cam2025gac
International Organization,NA,1531-5088,2025-10-29,NA,cam2025gac
International Review of Social History,NA,1469-512X,2025-10-29,NA,cam2025gac
International Review of the Red Cross,NA,1607-5889,2025-10-29,NA,cam2025gac
International Theory,NA,1752-9727,2025-10-29,NA,cam2025gac
Invasive Plant Science and Management,NA,1939-747X,2025-10-29,NA,cam2025gac
Iranian Studies,NA,1475-4819,2025-10-29,NA,cam2025gac
IRAQ,NA,2053-4744,2025-10-29,NA,cam2025gac
Irish Historical Studies,NA,2056-4139,2025-10-29,NA,cam2025gac
Irish Journal of Psychological Medicine,NA,2051-6967,2025-10-29,NA,cam2025gac
Israel Law Review,NA,2047-9336,2025-10-29,NA,cam2025gac
Italian Political Science Review / Rivista Italiana di Scienza Politica,NA,2057-4908,2025-10-29,NA,cam2025gac
Itinerario,NA,2041-2827,2025-10-29,NA,cam2025gac
Japanese Journal of Political Science,NA,1474-0060,2025-10-29,NA,cam2025gac
Journal of African Law,NA,1464-3731,2025-10-29,NA,cam2025gac
Journal of Agricultural and Applied Economics,NA,2056-7405,2025-10-29,NA,cam2025gac
Journal of American Studies,NA,1469-5154,2025-10-29,NA,cam2025gac
Journal of Anglican Studies,NA,1745-5278,2025-10-29,NA,cam2025gac
Journal of Applied Probability,NA,1475-6072,2025-10-29,NA,cam2025gac
Journal of Benefit-Cost Analysis,NA,2152-2812,2025-10-29,NA,cam2025gac
Journal of Biosocial Science,NA,1469-7599,2025-10-29,NA,cam2025gac
Journal of British Studies,NA,1545-6986,2025-10-29,NA,cam2025gac
Journal of Child Language,NA,1469-7602,2025-10-29,NA,cam2025gac
Journal of Chinese History,NA,2059-1640,2025-10-29,NA,cam2025gac
Journal of Classics Teaching,NA,2058-6310,2025-10-29,NA,cam2025gac
Journal of Clinical and Translational Science,NA,2059-8661,2025-10-29,NA,cam2025gac
Journal of Dairy Research,NA,1469-7629,2025-10-29,NA,cam2025gac
Journal of Demographic Economics,NA,2054-0906,2025-10-29,NA,cam2025gac
Journal of Developmental Origins of Health and Disease,NA,2040-1752,2025-10-29,NA,cam2025gac
Journal of East Asian Studies,NA,2234-6643,2025-10-29,NA,cam2025gac
Journal of Experimental Political Science,NA,2052-2649,2025-10-29,NA,cam2025gac
Journal of Financial and Quantitative Analysis,NA,1756-6916,2025-10-29,NA,cam2025gac
Journal of Financial Literacy and Wellbeing,NA,2753-3212,2025-10-29,NA,cam2025gac
Journal of Fluid Mechanics,NA,1469-7645,2025-10-29,NA,cam2025gac
Journal of French Language Studies,NA,1474-0079,2025-10-29,NA,cam2025gac
Journal of Functional Programming,NA,1469-7653,2025-10-29,NA,cam2025gac
Journal of Germanic Linguistics,NA,1475-3014,2025-10-29,NA,cam2025gac
Journal of Glaciology,NA,1727-5652,2025-10-29,NA,cam2025gac
Journal of Global History,NA,1740-0236,2025-10-29,NA,cam2025gac
Journal of Helminthology,NA,1475-2697,2025-10-29,NA,cam2025gac
Journal of Institutional Economics,NA,1744-1382,2025-10-29,NA,cam2025gac
Journal of International and Comparative Social Policy,NA,2169-978X,2025-10-29,NA,cam2025gac
Journal of Latin American Studies,NA,1469-767X,2025-10-29,NA,cam2025gac
Journal of Law and Courts,NA,2164-6589,2025-10-29,NA,cam2025gac
Journal of Law and Religion,NA,2163-3088,2025-10-29,NA,cam2025gac
"Journal of Law, Medicine & Ethics",NA,1748-720X,2025-10-29,NA,cam2025gac
Journal of Linguistic Geography,NA,2049-7547,2025-10-29,NA,cam2025gac
Journal of Linguistics,NA,1469-7742,2025-10-29,NA,cam2025gac
Journal of Management & Organization,NA,1839-3527,2025-10-29,NA,cam2025gac
Journal of Nonlinear Waves,NA,3033-4268,2025-10-29,NA,cam2025gac
Journal of Nutritional Science,NA,2048-6790,2025-10-29,NA,cam2025gac
Journal of Paleontology,NA,1937-2337,2025-10-29,NA,cam2025gac
Journal of Pension Economics & Finance,NA,1475-3022,2025-10-29,NA,cam2025gac
Journal of Plasma Physics,NA,1469-7807,2025-10-29,NA,cam2025gac
Journal of Policy History,NA,1528-4190,2025-10-29,NA,cam2025gac
Journal of Public Policy,NA,1469-7815,2025-10-29,NA,cam2025gac
"Journal of Race, Ethnicity and Politics",NA,2056-6085,2025-10-29,NA,cam2025gac
Journal of Radiotherapy in Practice,NA,1467-1131,2025-10-29,NA,cam2025gac
Journal of Roman Archaeology,NA,2331-5709,2025-10-29,NA,cam2025gac
Journal of Social Policy,NA,1469-7823,2025-10-29,NA,cam2025gac
Journal of Southeast Asian Studies,NA,1474-0680,2025-10-29,NA,cam2025gac
Journal of the American Philosophical Association,NA,2053-4485,2025-10-29,NA,cam2025gac
Journal of the Australian Mathematical Society,NA,1446-8107,2025-10-29,NA,cam2025gac
Journal of the Economic Science Association,NA,2199-6776,2025-10-29,NA,cam2025gac
Journal of the History of Economic Thought,NA,1469-9656,2025-10-29,NA,cam2025gac
Journal of the Institute of Mathematics of Jussieu,NA,1475-3030,2025-10-29,NA,cam2025gac
Journal of the International Neuropsychological Society,NA,1469-7661,2025-10-29,NA,cam2025gac
Journal of the International Phonetic Association,NA,1475-3502,2025-10-29,NA,cam2025gac
Journal of the Marine Biological Association of the United Kingdom,NA,1469-7769,2025-10-29,NA,cam2025gac
Journal of the Royal Asiatic Society,NA,1474-0591,2025-10-29,NA,cam2025gac
Journal of the Royal Musical Association,NA,1471-6933,2025-10-29,NA,cam2025gac
Journal of the Society for American Music,NA,1752-1971,2025-10-29,NA,cam2025gac
Journal of Tropical Ecology,NA,1469-7831,2025-10-29,NA,cam2025gac
Journal of Wine Economics,NA,1931-437X,2025-10-29,NA,cam2025gac
Judgment and Decision Making,NA,1930-2975,2025-10-29,NA,cam2025gac
Kantian Review,NA,2044-2394,2025-10-29,NA,cam2025gac
Language and Cognition,NA,1866-9859,2025-10-29,NA,cam2025gac
Language in Society,NA,1469-8013,2025-10-29,NA,cam2025gac
Language Teaching,NA,1475-3049,2025-10-29,NA,cam2025gac
Language Variation and Change,NA,1469-8021,2025-10-29,NA,cam2025gac
Laser and Particle Beams,NA,1469-803X,2025-10-29,NA,cam2025gac
Latin American Antiquity,NA,2325-5080,2025-10-29,NA,cam2025gac
Latin American Politics and Society,NA,1548-2456,2025-10-29,NA,cam2025gac
Latin American Research Review,NA,1542-4278,2025-10-29,NA,cam2025gac
Law & Social Inquiry,NA,1747-4469,2025-10-29,NA,cam2025gac
Law & Society Review,NA,1540-5893,2025-10-29,NA,cam2025gac
